ds,SALES,yearly,trend,monthly,weekly,holidays,KPM_COST_EMOD,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA
2021-12-05,17873553.919995293,-768310.2185516962,14903501.5709116,-498290.74752213765,712841.3877904025,0.0,0.0,40.400000000000006,16.996
2021-12-06,15088069.919997461,-754658.9976353764,14910716.012117345,-334475.92753341404,-523123.7428247975,0.0,0.0,38.40000000000001,12.684000000000001
2021-12-07,15416178.719997333,-747421.2248716322,14917930.453323085,-79906.13825169018,-688841.17917115,0.0,0.0,42.00000000000001,10.08
2021-12-08,14764682.559997909,-748397.3015414394,14925144.894528829,162420.02465342756,-640724.5174754899,0.0,0.0,35.0,8.82
2021-12-09,15424201.119996654,-759129.8237398367,14932359.33573457,330657.1722319009,-113948.68866544412,0.0,0.0,35.0,10.164
2021-12-10,15244079.839997798,-780845.9772051892,14939573.776940314,426509.3638154965,572969.0234925441,0.0,0.0,39.199999999999996,8.204
2021-12-11,15256341.59999751,-814408.626213169,14946788.218146056,487343.45737823256,680827.7168528729,0.0,0.0,41.6,7.644
2021-12-12,16596071.359996485,-860277.600289507,14954002.6593518,541694.620718258,712841.3877928326,0.0,0.0,38.20000000000001,14.672
2021-12-13,15180172.959997518,-918482.403776532,14961217.100557543,586362.9434725118,-523123.7428257933,0.0,0.0,35.8,9.436
2021-12-14,14797721.599997476,-988607.2587352257,14968431.541763283,596940.5543483562,-688841.1791704174,0.0,0.0,37.4,5.851999999999999
2021-12-15,15365733.279996729,-1069789.0500329742,14975645.982969029,554405.0907761134,-640724.5174748623,0.0,0.0,35.4,5.263999999999999
2021-12-16,16665972.95999521,-1160728.3821320045,14982860.42417477,462931.9975617592,-113948.6886653669,0.0,0.0,37.4,3.892
2021-12-17,16546291.999996115,-1259713.5901242492,14990074.865380514,348612.49090967444,572969.0234920599,0.0,0.0,38.400000000000006,4.508
2021-12-18,16436815.679995757,-1364657.1831084336,14997289.306586254,246169.9579558879,680827.7168520953,0.0,0.0,40.4,6.215999999999999
2021-12-19,16235545.439995928,-1473143.8463008737,15004503.747791998,184695.58690492256,712841.3877922193,0.0,0.0,40.6,14.728
2021-12-20,16208070.559996437,-1582488.7991214483,15011718.188997742,175891.84088281522,-523123.7428257718,3181883.5424979534,0.0,41.6,14.728
2021-12-21,16511357.759996332,-1689805.0091624176,15018932.630203484,203667.2676565093,-688841.1791707036,0.0,0.0,39.40000000000001,14.868
2021-12-22,18148880.47999477,-1792077.504786252,15026147.071409224,219802.53949311795,-640724.5174742346,0.0,0.0,276.955376,17.164
2021-12-23,20479395.039992712,-1886242.8193578208,15033361.51261497,157668.4527190514,-113948.68866743696,0.0,0.0,960.679266,29.595999999999997
2021-12-24,16667536.95999434,-1969271.4437893613,15040575.953820713,-30661.0582882778,572969.0234938699,0.0,0.0,129.591642,19.852
2021-12-25,312317.9200000002,-2038251.0655847215,15047790.395026457,-330487.1334276462,680827.7168527052,0.0,0.0,42.519999999999996,0.924
