ds,SALES,yearly,trend,monthly,weekly,holidays,KPM_COST_EMOD,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA,REDEMPTION_COST_LOYAL_CUSTOMER_MAILER,REDEMPTION_COST_MY_MAGAZINE,TRADE_COST_TRADE_TPR_DISPLAY,TRADE_COST_TRADE_TPR_FEATURE,TRADE_COST_TRADE_TPR_FEATURE_DISPLAY,TRADE_COST_TRADE_TPRONLY
2021-07-06,170968243.55989075,6500557.593868686,194629144.3697098,-6853395.936775027,-25645170.266772043,0.0,0.0,7371.111268000001,0.0,2760.5,0.0,1064.78,15502.600000000004,13627.15,2882.2299999999996
2021-07-07,184188855.02995202,6300611.822648377,194635394.4633909,-6055591.315354814,-23077974.783464607,0.0,0.0,3687.3819219999996,0.0,2866.0,0.0,879.9400000000002,33471.8,27161.589999999997,5430.91
2021-07-08,194934122.99984846,5857661.565511336,194641644.55707195,-8121193.114510877,-19345711.806348357,0.0,0.0,3715.514355999999,0.0,2600.25,0.0,1049.44,36383.14,29673.3,5607.95
2021-07-09,206155376.76983652,5191473.025740374,194647894.65075305,-9764992.254215734,26582825.88582341,0.0,0.0,3565.274464,0.0,3388.5,0.0,1234.3500000000001,39694.439999999995,32115.1,5884.49
2021-07-10,218064585.23983258,4327496.300022195,194654144.74443412,-8418697.008218547,36253865.72219562,0.0,0.0,3714.882418,0.0,3590.75,0.0,1380.5100000000002,40962.07000000001,32986.94,6496.100000000001
2021-07-11,232757138.94023433,3296151.0770061286,194660394.8381152,-4709343.077737473,24965511.665417176,0.0,0.0,3744.3411459999993,0.0,4081.75,0.0,1703.15,40829.869999999995,34884.3,7220.53
2021-07-12,195796274.4399914,2131965.54644562,194666644.93179628,-1313354.059173977,-19733346.416923635,0.0,0.0,3698.449546,0.0,2635.25,0.0,1094.47,36694.11,29248.0,5759.740000000001
2021-07-13,194315107.50984183,872591.5879907436,194672895.02547735,359268.6818433219,-25645170.26678385,0.0,0.0,3718.659695,0.0,2468.0,0.0,1273.91,37184.909999999996,29429.06,5555.829999999999
2021-07-14,189592397.1398379,-442276.7863021358,194679145.11915848,1937071.870548443,-23077974.78346198,0.0,0.0,3634.642732999999,0.0,2423.5,0.0,3178.58,33561.03,30745.7,6195.739999999999
2021-07-15,202452329.9398365,-1772051.5858938526,194685395.2128396,6265092.783898621,-19345711.80639958,0.0,0.0,3680.127741,0.0,2344.25,0.0,3363.96,35648.0,33064.08,6685.47
2021-07-16,216622941.45984674,-3076433.099322621,194691645.30652064,13805014.178883923,26582825.88587137,0.0,0.0,3671.5939980000003,0.0,2704.0,0.0,3714.27,38934.96000000001,35091.84,7068.330000000001
2021-07-17,226489635.9898342,-4316592.331112519,194697895.4002017,21151257.35923534,36253865.72219066,0.0,0.0,3551.965722,0.0,3007.0,0.0,3598.2799999999993,40622.8,36081.2,7173.829999999999
2021-07-18,239910743.77991685,-5456319.229530859,194704145.4938828,23606848.837260224,24965511.66535512,0.0,0.0,3696.0885229999994,0.0,3343.5,0.0,4206.629999999999,38815.04,36569.18,8321.279999999999
2021-07-19,205370690.17000312,-6463102.845369748,194710395.58756387,19617521.21607672,-19733346.41683513,0.0,0.0,3577.253269,0.0,2624.5,0.0,3393.9100000000003,34535.810000000005,31436.09,7139.6799999999985
2021-07-20,196220349.37985745,-7309111.081884305,194716645.68124497,12682575.727163916,-25645170.266746245,0.0,0.0,3655.688564,0.0,2307.75,0.0,3035.6699999999996,34436.869999999995,29423.77,7006.0
2021-07-21,187951579.77985308,-7972040.176954607,194722895.77492607,8507778.595771624,-23077974.78344957,0.0,0.0,3554.0036159999995,0.0,2264.5,0.0,8653.619999999999,26951.83,24702.71,8373.590000000002
2021-07-22,197405759.289908,-8435807.440041102,194729145.8686072,9748998.28822683,-19345711.806355394,0.0,0.0,3690.5294720000006,0.0,2304.25,0.0,9023.069999999998,28958.3,26701.64,8708.5
2021-07-23,218045219.7799359,-8691064.963793099,194735395.96228823,13282812.227269666,26582825.88588743,0.0,0.0,3736.1083430000003,0.0,2761.75,0.0,10054.339999999998,32840.72,29890.610000000008,9710.180000000004
2021-07-24,225095683.5099659,-8735516.930975748,194741646.0559693,12848682.313628428,36253865.72219174,0.0,0.0,3599.644659,0.0,2928.75,0.0,10592.93,33429.36,29283.170000000006,10201.3
2021-07-25,240059325.29019997,-8574028.609915841,194747896.1496504,4919303.489440877,24965511.665507115,0.0,0.0,3554.887212,0.0,2937.5,0.0,11506.029999999999,33105.57000000001,30071.88,11134.43
2021-07-26,199574686.1999085,-8218521.023930921,194754146.2433315,-7547638.640584421,-19733346.4168853,0.0,0.0,68.369505,0.0,2300.5,0.0,9223.14,28747.209999999992,26207.100000000006,9274.59
2021-07-27,190879547.7698416,-7687651.428299463,194760396.33701256,-17098621.68386568,-25645170.266807456,0.0,0.0,0.0,0.0,2241.5,0.0,10071.66,26907.47,23952.97,12038.619999999999
2021-07-28,184507183.90984285,-7006285.956731967,194766646.4306937,-17948129.97950933,-23077974.78348388,0.0,0.0,0.0,0.0,2136.75,0.0,31864.630000000005,1974.94,707.78,33313.28999999999
