ds,SALES,yearly,trend,monthly,weekly,holidays,KPM_COST_EMOD,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA,REDEMPTION_COST_LOYAL_CUSTOMER_MAILER,REDEMPTION_COST_MY_MAGAZINE,TRADE_COST_TRADE_TPR_DISPLAY,TRADE_COST_TRADE_TPR_FEATURE,TRADE_COST_TRADE_TPR_FEATURE_DISPLAY,TRADE_COST_TRADE_TPRONLY
2021-07-29,190409213.80983546,-6204776.929605867,194772896.52437475,-10881807.00066031,-19345711.806380764,0.0,0.0,3448.4224279999994,0.0,2288.75,0.0,32461.339999999997,2126.35,698.5899999999999,34066.44
2021-07-30,212294011.4899038,-5318063.170789758,194779146.61805585,-2537723.384682236,26582825.88576315,0.0,0.0,3389.6332639999996,0.0,2929.5,0.0,36551.21,2357.4399999999996,854.4399999999998,38788.84
2021-07-31,226953102.1500494,-4384617.085066627,194785396.7117369,242795.76293909168,36253865.72219282,0.0,0.0,3332.963707,0.0,3717.0,0.0,38509.07,2710.72,923.7399999999999,41666.85
2021-08-01,249521599.3300076,-3445267.044148777,194791646.805418,-4065375.023124386,24965511.665471885,0.0,0.0,5899.212933999999,0.0,4240.25,0.0,41413.62,3688.8999999999996,1289.92,42824.56
2021-08-02,201075698.30983523,-2541927.668930942,194797896.89909908,-11041050.075978538,-19733346.416850865,0.0,0.0,6118.431241999999,0.0,223.25,0.0,33830.170000000006,2958.35,997.82,35099.77
2021-08-03,190041332.80982745,-1716273.7545210442,194804146.99278012,-14764884.196104046,-25645170.26676986,0.0,0.0,5979.835408999999,0.0,675.0,0.0,30230.969999999998,2688.1200000000003,937.37,32893.439999999995
2021-08-04,244160847.17986846,-1008395.7598425968,194810397.08646125,-13021717.43999535,-23077974.78342475,0.0,0.0,5870.214219,0.0,2019.5,0.0,17735.57,27477.979999999996,41505.86,12426.880000000001
2021-08-05,250342887.9198687,-455475.9012330622,194816647.18014237,-8601778.494302414,-19345711.806336574,0.0,0.0,5889.777776999999,0.0,6296.875,0.0,18284.88,24748.2,44752.9,12353.240000000002
2021-08-06,270423850.2500573,-90523.90435288548,194822897.27382344,-5974336.327320371,26582825.88579516,0.0,0.0,5945.656869,0.0,9828.75,0.0,19456.63,25673.800000000003,50618.8,13116.05
2021-08-07,273918159.7798402,58789.63406559239,194829147.36750448,-6905126.629283095,36253865.722193904,0.0,0.0,5742.545642000001,0.0,11826.5,0.0,20777.960000000003,19810.2,43297.0,14099.35
2021-08-08,278577332.6798068,-28833.47473137909,194835397.4611856,-9217711.21123404,24965511.66546348,0.0,0.0,4655.708519,0.0,13692.875,0.0,21811.08,13158.800000000001,33959.2,15233.029999999999
2021-08-09,217270963.06985044,-367451.5891121119,194841647.55486667,-9506292.292395003,-19733346.41690104,0.0,0.0,5899.216242,0.0,9609.75,0.0,18081.21,8939.199999999999,21502.8,11941.590000000004
2021-08-10,200901052.79985777,-963209.9458334702,194847897.64854777,-6703237.000105564,-25645170.266778592,0.0,0.0,5948.056715000001,0.0,9701.25,0.0,16991.149999999998,8507.0,17034.15,12077.16
2021-08-11,166303668.62988007,-1813884.689691178,194854147.74222884,-2817214.173167571,-23077974.78345905,0.0,0.0,5998.732196999999,0.0,9249.125,0.0,13528.619999999999,0.0,0.0,10957.13
2021-08-12,168414659.5498755,-2908661.6012741444,194860397.83590996,-296276.3162366445,-19345711.80632717,0.0,0.0,6000.419599,0.0,9151.25,0.0,13304.2,0.0,0.0,11086.52
2021-08-13,181346937.83985627,-4228160.514929484,194866647.929591,967846.4964361445,26582825.88582717,0.0,0.0,6043.489318999999,0.0,10829.75,0.0,14025.949999999997,0.0,0.0,12086.550000000003
2021-08-14,199220400.7798503,-5744709.636798956,194872898.02327207,3635938.668802992,36253865.72218895,0.0,0.0,5945.199148,0.0,11369.75,0.0,15470.949999999999,0.0,0.0,12951.529999999999
2021-08-15,232462544.20985255,-7422866.979029482,194879148.1169532,9767115.85358448,24965511.665561832,0.0,0.0,6051.679824999999,0.0,12950.25,0.0,17339.01,0.0,0.0,16271.680000000004
2021-08-16,184409344.07989702,-9220179.117279822,194885398.20782533,17819122.403359167,-19733346.41695121,0.0,0.0,5914.939898,0.0,8632.25,0.0,12902.549999999997,0.0,0.0,11678.71
2021-08-17,181617528.83986807,-11088160.65061944,194891648.29869747,23205919.388734367,-25645170.2667904,0.0,0.0,5910.602998000001,0.0,7375.5,0.0,8963.460000000001,0.0,0.0,10011.210000000001
2021-08-18,201497594.82984042,-12973471.291200409,194897898.3895696,22306604.9394803,-23077974.78345643,0.0,0.0,5850.068250000001,0.0,8337.375,0.0,666.35,874.99,291.5,2222.1699999999996
2021-08-19,207239559.49983785,-14819261.619769074,194904148.48044175,16151884.599204278,-19345711.806317765,0.0,0.0,6692.785576,0.0,9228.625,0.0,784.23,1262.49,327.0,2965.22
2021-08-20,222793952.3498719,-16566653.385161728,194910398.57131392,9956646.74478574,26582825.885843225,0.0,0.0,6691.235282000001,0.0,10823.0,0.0,849.2900000000002,1420.51,321.5,3065.8199999999997
2021-08-21,244645573.1698187,-18156315.95228229,194916648.6621861,8515534.413087334,36253865.72219768,0.0,0.0,6531.788258000001,0.0,11407.75,0.0,822.0399999999998,1460.0900000000001,348.5,3464.3800000000006
2021-08-22,278456294.3799498,-19530097.243736077,194922898.75305825,11612116.7057955,24965511.66555342,0.0,0.0,6515.521505999999,0.0,12362.125,0.0,1218.0500000000002,1577.19,395.0,4571.8
2021-08-23,207960880.5798278,-20632665.37633908,194929148.8439304,13914057.003985638,-19733346.416916776,0.0,0.0,6475.955217000001,0.0,8801.125,0.0,624.52,1271.31,280.5,2704.0599999999995
2021-08-24,192857265.22984487,-21413116.23634206,194935398.93480253,9795060.59289207,-25645170.266802203,0.0,0.0,6476.476030000002,0.0,8222.25,0.0,577.9200000000001,1363.6200000000001,278.99,2454.3099999999995
2021-08-25,188144830.72986412,-21826502.505491067,194941649.02567467,-1170662.2385296624,-23077974.783490736,0.0,0.0,6474.310398,0.0,6939.75,0.0,654.3200000000002,633.6199999999999,70.7,1897.9
2021-08-26,194625859.04987958,-21835241.14793641,194947899.1165468,-13166710.060212735,-19345711.806403767,0.0,0.0,6487.395983,0.0,6349.375,0.0,683.97,889.56,95.99,1976.42
2021-08-27,214509535.01984614,-21410359.06637508,194954149.20741895,-18739665.12400048,26582825.885859277,0.0,0.0,6432.151277,0.0,8452.25,0.0,746.95,952.4499999999998,115.14000000000001,2147.2000000000003
2021-08-28,236085700.55984747,-20532540.47093644,194960399.29829112,-15074971.345646476,36253865.72219272,0.0,0.0,5308.530784,0.0,9046.875,0.0,639.6,962.36,87.94,2193.07
2021-08-29,268536002.2002335,-19192944.38084671,194966649.3891633,-6366398.802211421,24965511.66551819,0.0,0.0,7541.760163,0.0,9102.375,0.0,802.29,1243.89,148.1,2759.26
2021-08-30,200201879.86985257,-17393766.470742196,194972899.48003545,-194231.3056590265,-19733346.416966952,0.0,0.0,5556.980837999999,515.284,6933.2,0.0,560.65,1064.47,82.10000000000002,2081.84
2021-08-31,187967541.38986665,-15148526.030397097,194979149.5709076,-1196824.0762557434,-25645170.266764592,0.0,0.0,4860.646303999999,456.65200000000004,7492.0,0.0,636.45,1533.38,295.11,2054.63
2021-09-01,181755876.32987237,-12482065.952506252,194985399.6617797,-7625787.887604775,-23077974.78343161,0.0,0.0,6906.039107000002,0.0,8946.45,0.0,3080.2300000000005,35673.5,22182.390000000003,7242.05
2021-09-02,188297268.7698823,-9430261.208154531,194991649.75265187,-13576400.411915286,-19345711.80635958,0.0,0.0,6854.826149,0.0,11998.224999999999,0.0,3268.5,36621.119999999995,22454.91,7518.9800000000005
2021-09-03,214896385.84984943,-6039439.008917445,194997899.843524,-14497795.842731252,26582825.88590724,0.0,0.0,6783.665257999999,0.0,17407.050000000003,0.0,3814.8,43057.090000000004,26047.2,8465.070000000002
2021-09-04,216824025.29985404,-2365521.577066259,195004149.93439612,-10847935.413040098,36253865.72219381,0.0,0.0,6709.214584,0.0,17815.175,0.0,3951.209999999999,42639.560000000005,26035.71,8637.76
2021-09-05,213929739.0398469,1527090.0591096175,195010400.02526832,-6853395.936775594,24965511.66548296,0.0,0.0,6915.279478,0.0,18142.225000000002,0.0,3562.41,41292.09,25290.86,8278.77
2021-09-06,215544131.59984982,5566865.767308512,195016650.11614048,-6055591.315337042,-19733346.416878443,36709220.54246158,0.0,6869.867286000001,0.0,9185.525000000001,0.0,3758.7799999999993,38984.11,24279.559999999998,8500.14
2021-09-07,172781099.0898918,9676697.602049831,195022900.2070126,-8121193.114509617,-25645170.266825814,0.0,0.0,6864.164540000001,0.0,8168.124999999999,0.0,2587.0799999999995,32174.559999999998,18662.82,6327.97
2021-09-08,148954974.11990565,13775615.154009538,195029150.2978848,-9764992.254216911,-23077974.783465907,0.0,0.0,6752.933365000001,0.0,6705.724999999999,0.0,103.61,0.0,0.0,725.3100000000001
2021-09-09,151084394.5499173,17780622.77359099,195035400.3887569,-8418697.008220844,-19345711.80638496,0.0,0.0,6868.500644,0.0,6579.499999999999,0.0,128.07,0.0,0.0,826.68
2021-09-10,159624665.87991145,21608612.9287131,195041650.47962907,-4709343.077740434,26582825.88592329,0.0,0.0,6774.342931,0.0,8579.925,0.0,131.01,0.0,0.0,843.34
2021-09-11,175496091.119895,25178307.603999984,195047900.5705012,-1313354.0591741982,36253865.72219048,0.0,0.0,6840.834202,0.0,8724.0,0.0,171.95000000000002,0.0,0.0,1153.4499999999998
2021-09-12,214492390.24987808,28412178.5661604,195054150.66137332,359268.6818292887,24965511.665447727,0.0,0.0,6860.926964000001,0.0,9128.474999999999,0.0,181.87,0.0,0.0,1084.07
2021-09-13,177538319.5398856,31238297.545232583,195060400.75224552,1937071.8705478064,-19733346.41692862,0.0,0.0,6861.3969050000005,0.0,6940.9749999999985,0.0,149.39,0.0,0.0,800.79
2021-09-14,165074403.97994217,33592068.911855206,195066650.84311765,6265092.783898595,-25645170.26678514,0.0,0.0,6774.030324000001,0.0,5564.3,0.0,172.99,0.0,0.0,1033.69
2021-09-15,173079368.14996102,35417800.23101958,195072900.9339898,13805014.178880315,-23077974.78345349,0.0,0.0,6792.881886,243.85199999999998,5946.124999999999,0.0,2075.6800000000003,130.6,154.6,3319.71
2021-09-16,175392083.3699334,36670070.07079765,195079151.024862,21151257.359231222,-19345711.806340773,0.0,0.0,6892.889304,1950.3680000000002,6108.7,0.0,2143.0899999999997,142.8,146.5,3628.479999999999
2021-09-17,184521789.03989887,37314857.53639288,195085401.1157341,23606848.837262116,26582825.88579902,0.0,0.0,6831.966017000001,1806.4480000000003,7393.224999999999,0.0,2178.29,169.4,174.0,3746.2399999999993
2021-09-18,198207959.75988752,37330404.05053901,195091651.20660624,19617521.216073528,36253865.72219758,0.0,0.0,6664.651538,1976.9959999999999,7390.65,0.0,2416.21,155.5,188.8,4154.289999999999
2021-09-19,236685121.119844,36707784.74957817,195097901.2974784,12682575.727167858,24965511.66543932,0.0,0.0,6783.9183920000005,2001.72,7427.549999999998,0.0,2920.25,236.2,267.1,5016.2300000000005
2021-09-20,178210054.0298815,35451174.32697956,195104151.38835052,8507778.595772583,-19733346.416894183,0.0,0.0,6688.234807999998,1568.616,6250.349999999999,0.0,1551.98,191.2,160.4,3524.2299999999996
2021-09-21,169817568.03989524,33577800.032409,195110401.47922269,9748998.288238456,-25645170.26674753,0.0,0.0,6913.730086,842.94,5713.224999999999,0.0,1403.05,170.6,145.70000000000002,3154.9600000000005
2021-09-22,186417966.02988318,31117582.6121259,195116651.57009485,13282812.22726808,-23077974.783450875,0.0,0.0,6744.756859,424.396,4765.799999999999,0.0,1872.3300000000004,233.42000000000002,180.7,4784.69
2021-09-23,195815881.26990905,28112474.03838902,195122901.660967,12848682.31363563,-19345711.806331363,0.0,0.0,6776.230956,385.81199999999995,5284.7,0.0,1995.07,229.07,162.3,4992.599999999999
2021-09-24,213666562.0598073,24615508.703418966,195129151.75183916,4919303.489445837,26582825.885831032,0.0,0.0,6734.9262180000005,494.06,4920.275,0.0,2016.6100000000004,260.03000000000003,183.0,5628.2300000000005
2021-09-25,229165581.4098142,20689592.13688639,195135401.8427113,-7547638.640579598,36253865.72219262,0.0,0.0,6656.167152,624.1759999999999,4912.025,0.0,2251.98,254.7,193.2,6257.66
2021-09-26,260021717.6698853,16406058.045681112,195141651.93358344,-17098621.683863476,24965511.665377267,0.0,0.0,6740.252157000001,1091.804,5041.724999999999,0.0,2836.1,306.53999999999996,212.1,7288.399999999999
2021-09-27,199279928.9998294,11843030.3888948,195147902.0244556,-17948129.97951122,-19733346.41694436,0.0,0.0,6517.746084,271.404,4908.099999999999,0.0,1915.8400000000001,232.0,165.10000000000002,4933.31
2021-09-28,186354360.4198531,7083632.132927612,195154152.11532772,-10881807.000662208,-25645170.266759336,0.0,0.0,6557.234562,0.0,6085.599999999999,0.0,1671.9300000000005,223.5,137.70000000000002,4861.639999999999
2021-09-29,175641067.54986152,2214086.1469605053,195160402.20619988,-2537723.384685585,-23077974.783438463,0.0,0.0,6313.5031260000005,0.0,6122.624999999999,0.0,1690.64,619.4,173.48000000000002,4214.089999999999
2021-09-30,185213761.6398488,-2678243.699675593,195166652.29707205,242795.7629297158,-19345711.806287173,0.0,0.0,6437.784929999999,0.0,7886.949999999999,0.0,1746.0699999999997,700.68,172.0,4301.44
2021-10-01,204099753.16982934,-7506821.859899479,195172902.3879442,-4065375.023120104,26582825.88586304,0.0,0.0,3038.42,0.0,10592.0,0.0,2015.4099999999999,716.4,206.0,4862.700000000001
2021-10-02,221778074.20000187,-12187871.469736416,195179152.47881636,-11041050.075984968,36253865.72218768,0.0,0.0,2974.93,0.0,12186.625,0.0,2239.9400000000005,782.54,181.20000000000002,5627.789999999999
2021-10-03,256084101.98002014,-16642217.675049163,195185402.5696885,-14764884.196095323,24965511.66552925,0.0,0.0,3142.96,0.0,15328.3,0.0,2789.8199999999997,818.4,183.56,6371.14
2021-10-04,192047373.05989975,-20796998.430887066,195191652.66056064,-13021717.440000402,-19733346.416952223,0.0,0.0,3102.709999999999,0.0,7647.625,0.0,1905.66,681.8,162.4,4831.8499999999985
2021-10-05,175961691.8898657,-24587201.055159424,195197902.7514328,-8601778.494304582,-25645170.266771145,0.0,0.0,3067.1199999999994,0.0,7077.15,0.0,1728.89,617.04,112.0,4311.969999999999
2021-10-06,148276788.37990847,-27956987.68270066,195204152.84230492,-5974336.327311423,-23077974.783472765,0.0,0.0,3022.07,0.0,9024.0,0.0,1525.23,155.4,149.6,2980.48
2021-10-07,149043110.21990064,-30860778.58063989,195210402.93317708,-6905126.629279875,-19345711.80631255,0.0,0.0,3023.48,0.0,8189.25,0.0,1547.98,238.7,144.8,3120.4000000000005
2021-10-08,159331459.48987523,-33264068.890918925,195216653.0240492,-9217711.211223746,26582825.885722816,0.0,0.0,3020.4900000000002,0.0,9395.25,0.0,1638.9700000000003,231.0,154.4,3180.84
2021-10-09,168870761.78986326,-35143961.57493267,195222903.1149214,-9506292.292397534,36253865.72219479,0.0,0.0,3054.2799999999997,0.0,9205.45,0.0,1837.4399999999998,254.4,191.2,3380.3599999999997
2021-10-10,192222461.2898757,-36489406.9507214,195229153.20579356,-6703237.00010922,24965511.665494032,0.0,0.0,3090.4714,0.0,9868.5,0.0,2070.2500000000005,222.8,188.8,3913.9100000000003
2021-10-11,159229760.219882,-37301147.02405708,195235403.29666567,-2817214.1731601027,-19733346.41686372,14785163.527371809,0.0,3107.55,0.0,8109.0,0.0,1733.9499999999998,189.0,172.8,3345.35
2021-10-12,144458920.16990098,-37591370.60706681,195241653.38753784,-296276.3162346559,-25645170.266782943,0.0,0.0,3074.615,0.0,7114.5,0.0,1631.1400000000003,199.20000000000002,159.2,3371.2300000000005
2021-10-13,146067779.89990783,-37383092.7793968,195247903.47841,967846.4964377276,-23077974.78341364,0.0,0.0,3052.1475000000005,0.0,6515.25,0.0,1900.1499999999999,355.2,130.4,3292.0900000000006
2021-10-14,144835819.49991092,-36709279.37173158,195254153.5692821,3635938.668803148,-19345711.806363773,0.0,0.0,3005.7599999999998,0.0,7216.5,0.0,1871.3799999999997,326.4,132.0,3300.5099999999998
2021-10-15,161185620.20989165,-35611743.64799263,195260403.66015428,9767115.853581836,26582825.88577077,0.0,0.0,2908.1249999999995,0.0,8160.0,0.0,2045.3700000000001,485.0,168.0,3807.2200000000007
2021-10-16,174588978.6298795,-34139848.057538025,195266653.7510264,17819122.40335494,36253865.72218984,0.0,0.0,2940.7099999999996,0.0,8274.75,0.0,2324.89,460.8,170.4,3937.4700000000003
2021-10-17,204071483.96986952,-32349048.671649024,195272903.84189856,23205919.3887202,24965511.665485624,0.0,0.0,3023.244998,0.0,9562.5,0.0,2717.85,398.77,199.2,4720.099999999999
2021-10-18,156850436.21989495,-30299323.587166853,195279153.93277076,22306604.93947361,-19733346.41687159,0.0,0.0,2989.78,0.0,6349.5,0.0,1991.3200000000002,268.8,138.4,3472.97
2021-10-19,148862212.46990806,-28053529.08212933,195285404.02364287,16151884.599210167,-25645170.26674228,0.0,0.0,2876.9275000000002,0.0,6987.0,0.0,1858.48,267.2,114.4,3101.25
2021-10-20,165709456.3298824,-25675728.58449233,195291654.11451504,9956646.744775329,-23077974.78344794,0.0,0.0,2920.63,0.0,8619.0,0.0,1754.15,94.8,186.8,4322.26
2021-10-21,174890105.239876,-23229539.541917924,195297904.2053872,8515534.413090995,-19345711.806354366,0.0,0.0,2986.6524999999997,0.0,7981.5,0.0,1792.2399999999998,108.0,166.8,4349.07
2021-10-22,187899602.26989248,-20776542.067617837,195304154.2962593,11612116.70581035,26582825.88578683,0.0,0.0,2940.4250000000006,0.0,9613.5,0.0,1889.6800000000003,126.6,183.2,4985.76
2021-10-23,203123244.57985154,-18374790.83141395,195310404.38713148,13914057.003981637,36253865.72219093,0.0,0.0,2945.3275,0.0,9843.0,0.0,2117.2599999999993,132.6,225.2,5243.75
2021-10-24,235573383.76988107,-16077468.143042952,195316654.4780036,9795060.59288152,24965511.66542357,0.0,0.0,2935.2949989999997,0.0,10072.5,0.0,2631.5899999999997,135.0,240.0,5860.76
2021-10-25,188864928.78986332,-13931711.647397889,195322904.56887576,-1170662.23852405,-19733346.41692176,0.0,0.0,2941.4199999999996,0.0,7458.75,0.0,1885.09,131.5,176.0,4739.01
2021-10-26,182676962.71992868,-11977644.653513985,195329154.65974796,-13166710.06019453,-25645170.266803484,0.0,0.0,2926.1300000000006,0.0,8083.5,0.0,1772.9900000000002,82.1,189.6,4410.06
2021-10-27,174082266.7898676,-10247631.012552822,195335404.75062007,-18739665.12400037,-23077974.783482254,0.0,0.0,2955.58,0.0,6489.75,0.0,418.32,0.8,0.0,2234.96
2021-10-28,182864930.10985947,-8765769.821864434,195341654.8414922,-15074971.34564976,-19345711.80634496,0.0,0.0,2976.32,0.0,7917.75,0.0,531.53,12.8,20.8,2711.06
2021-10-29,194973301.28998256,-7547638.255840049,195347904.9323644,-6366398.802199575,26582825.88581884,0.0,0.0,2907.920000000001,0.0,8874.0,0.0,615.99,25.6,16.0,3153.0899999999997
2021-10-30,216762304.68005666,-6600283.709482208,195354155.0232365,-194231.30565435608,36253865.72219361,0.0,0.0,2882.03,0.0,9753.75,0.0,723.47,30.4,25.6,3643.2900000000004
2021-10-31,204922264.41984057,-5922459.389819519,195360405.11410865,-1196824.0762699237,24965511.66541516,0.0,0.0,2798.0099999999998,0.0,9785.25,0.0,551.7100000000002,24.8,17.6,3102.52
2021-11-01,149156427.58989862,-5505090.702881681,195366655.2049808,-7625787.887616088,-19733346.416887324,0.0,0.0,3246.8399999999992,0.0,506.75,0.0,429.33000000000004,15.2,15.2,2494.4
2021-11-02,143462451.1498972,-5331953.449252029,195372905.29585296,-13576400.41191437,-25645170.26676588,0.0,0.0,3215.41,594.6360000000001,997.125,0.0,343.91999999999996,10.4,16.0,1960.1299999999999
2021-11-03,133230089.3299191,-5380539.13496756,195379155.38672507,-14497795.842734188,-23077974.78346984,0.0,0.0,3240.88,1300.7120000000002,2154.5,0.0,65.16,0.0,0.0,624.47
2021-11-04,137872723.6399048,-5623077.78221659,195385405.47759727,-10847935.413059575,-19345711.80643096,0.0,0.0,3202.12,1300.4880000000003,7209.375,0.0,70.77,0.0,0.0,757.15
2021-11-05,152460466.21990263,-6027684.618217182,195391655.5684694,-6853395.936770076,26582825.88583489,0.0,0.0,3185.3299999999995,1299.452,10052.375,0.0,82.67,0.0,0.0,732.11
2021-11-06,169065829.48988408,-6559594.035622607,195397905.6593416,-6055591.315334504,36253865.72219469,0.0,0.0,3187.0799999999995,1294.244,12859.375,0.0,99.94,0.0,0.0,944.41
2021-11-07,202914540.83985484,-7182442.327884868,195404155.7502137,-8121193.114504769,24965511.665406752,0.0,0.0,3081.96125,1187.144,12324.75,0.0,109.05999999999999,0.0,0.0,868.8199999999999
2021-11-08,154680796.2598958,-7859559.951314439,195410405.84108585,-9764992.254217133,-19733346.416937504,-6191559.409798782,0.0,3185.7300000000005,1327.8439999999998,9185.375,0.0,76.47,0.0,0.0,647.1899999999999
