ds,SALES,yearly,trend,monthly,weekly,holidays,KPM_COST_EMOD,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA,REDEMPTION_COST_LOYAL_CUSTOMER_MAILER,REDEMPTION_COST_MY_MAGAZINE
2021-11-04,9372801.760001572,-2486120.701057605,11209473.82696666,-343378.843964298,-1410079.26551043,0.0,0.0,0.0,0.0,640.0,234.0
2021-11-05,10402164.00000152,-2113588.8173994813,11205329.33814134,-510416.7231402333,951556.299092888,0.0,0.0,0.0,0.0,1145.0,251.0
2021-11-06,11082331.040001605,-1698910.891788127,11201184.849316016,-361446.5308152969,2269673.8251712164,0.0,0.0,0.0,0.0,1266.0,276.0
2021-11-07,13753135.200002784,-1248148.0881110774,11197040.360490697,-259336.3685776354,2657445.077358907,0.0,0.0,0.0,0.0,1512.0,328.0
2021-11-08,10083203.680000883,-768186.976206632,11192895.871665372,-440926.7231270197,-833302.8633916319,612816.5258505177,0.0,0.0,0.0,1155.0,235.0
2021-11-09,8900352.320000375,-266597.564747078,11188751.38284005,-787138.9836901492,-1761398.5412215334,0.0,0.0,0.0,0.0,1134.0,247.0
2021-11-10,8153062.080000777,248526.7062548839,11184606.894014727,-980605.4473313976,-1873894.531513492,0.0,0.0,0.0,0.0,1238.0,208.0
2021-11-11,9130046.880000982,768743.2038302273,11180462.405189406,-868698.8523772738,-1410079.2655072638,0.0,0.0,0.0,0.0,1290.0,201.0
2021-11-12,9359274.080000982,1285444.3429629228,11176317.916364085,-641916.8946048173,951556.2990973366,0.0,0.0,0.0,0.0,1348.0,235.0
2021-11-13,10651682.720001115,1790047.292370456,11172173.427538762,-631201.6745369869,2269673.8251727237,0.0,0.0,0.0,0.0,1495.0,301.0
2021-11-14,11969177.920000885,2274184.4173956737,11168028.93871344,-926758.1193119126,2657445.077365096,0.0,0.0,0.0,0.0,1477.0,297.0
2021-11-15,9373199.200001108,2729889.667972111,11163884.449888118,-1220655.163284673,-833302.8633827915,0.0,0.0,0.0,0.0,1026.0,251.0
2021-11-16,8468916.480000796,3149776.1842906554,11159739.961062796,-1066175.3229371866,-1761398.5412225546,0.0,0.0,0.0,0.0,1007.0,279.0
2021-11-17,10929633.120000638,3527200.5857964004,11155595.472237475,-326916.08635627053,-1873894.5315124248,0.0,0.0,0.0,0.0,1158.0,342.0
2021-11-18,12257678.880001426,3856409.7263511065,11151450.983412152,625113.7639392413,-1410079.265510241,0.0,0.0,0.0,0.0,1359.0,396.0
2021-11-19,14668126.720001385,4132666.1322021126,11147306.494586833,1185765.2606880986,951556.2990974552,0.0,0.0,0.0,0.0,1706.0,419.0
2021-11-20,16034841.920000501,4352348.878618664,11143162.005761508,1040205.4317748976,2269673.825173402,0.0,0.0,0.0,0.0,1656.0,471.0
2021-11-21,16774194.40000127,4513027.291791374,11139017.516936189,448394.4096989714,2657445.0773640582,0.0,0.0,0.0,0.0,1597.0,454.0
2021-11-22,16676505.11999964,4613505.567856388,11134873.028110864,16231.142959086104,-833302.8633862234,-1098867.678239346,0.0,0.0,0.0,1431.0,505.0
2021-11-23,17741953.439999744,4653837.161921041,11130728.539285544,151133.78825731378,-1761398.5412235751,0.0,0.0,0.0,0.0,1388.0,464.0
2021-11-24,18924723.84000046,4635308.595853955,11126584.050460223,701810.8011484721,-1873894.5315147275,0.0,0.0,0.0,0.0,1022.0,293.0
2021-11-25,5948385.120000361,4560393.142656723,11122439.5616349,1115972.3073690326,-1410079.2655070748,0.0,0.0,0.0,0.0,184.0,81.0
2021-11-26,7428230.8800003175,4432675.645083438,11118295.07280958,967595.5892729188,951556.299089876,0.0,0.0,0.0,0.0,663.0,259.0
2021-11-27,9472172.800000818,4256750.494611258,11114150.583984256,360520.5294987169,2269673.8251740807,0.0,0.0,0.0,0.0,818.0,316.0
2021-11-28,12851480.000001168,4038095.512464342,11110006.095158936,-166731.47354051992,2657445.0773623497,0.0,0.0,0.0,0.0,1201.0,430.0
2021-11-29,10385272.800000716,3782925.117040647,11105861.606333612,-141300.7885620148,-833302.8633855804,0.0,0.0,0.0,0.0,902.0,72.0
