ds,SALES,yearly,trend,monthly,weekly,holidays,KPM_COST_EMOD,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA,REDEMPTION_COST_LOYAL_CUSTOMER_MAILER
2021-12-08,5380933.509999732,-1410464.0083924346,7940667.779966845,1336628.1050794006,-1058605.7438612063,0.0,0.0,260.452676,0.0,3.0
2021-12-09,5827553.559999743,-1296927.2124386504,7937174.930216428,1380094.188521434,-447991.531147393,0.0,0.0,149.707024,0.0,3.0
2021-12-10,6798608.020000277,-1187012.160114247,7933682.080466011,821242.2906595987,2181693.912575487,0.0,0.0,119.46,0.0,12.0
2021-12-11,7591917.720000014,-1082385.6930653022,7930189.230715593,198372.927981855,2100510.5645797304,0.0,0.0,156.95999999999998,0.0,12.0
2021-12-12,6802535.449999421,-984723.9219633804,7926696.380965175,26813.055935383632,123021.16943028464,0.0,0.0,114.52,0.0,0.0
2021-12-13,5799880.909998933,-895680.6249703787,7923203.531214758,357961.8312604403,-1532617.5825037854,0.0,0.0,71.26000000000002,0.0,0.0
2021-12-14,6035641.209999091,-816854.1838065444,7919710.681464341,773068.1750995188,-1366010.7890674542,0.0,0.0,73.19175800000001,0.0,0.0
2021-12-15,6690012.169999052,-749753.7196012278,7916217.831713924,796042.5055547975,-1058605.7438608063,0.0,0.0,115.62580600000003,0.0,0.0
2021-12-16,7136064.549999642,-695765.145797574,7912724.981963506,329838.3349379855,-447991.531146152,0.0,0.0,109.64584000000002,0.0,0.0
2021-12-17,7346798.839999205,-656117.8949609768,7909232.132213089,-280278.8055152261,2181693.912576892,0.0,0.0,120.551836,0.0,0.0
2021-12-18,8166316.929998886,-631853.0986210675,7905739.282462671,-588645.713225068,2100510.564579593,0.0,0.0,123.73155,0.0,0.0
2021-12-19,7333390.359998621,-623794.0029019553,7902246.432712255,-452956.4499388099,123021.1694294367,0.0,0.0,118.57844399999999,0.0,0.0
2021-12-20,7765794.609998667,-632519.3867767882,7898753.582961836,-122499.73366825278,-1532617.5825021677,2320847.0055756103,0.0,119.01478800000001,0.0,0.0
2021-12-21,8444180.299998995,-658340.7139000116,7895260.73321142,43525.412400836925,-1366010.789067585,0.0,0.0,120.37476999999998,0.0,0.0
2021-12-22,9583670.559999859,-701283.6933198303,7891767.883461002,-73122.86760717977,-1058605.7438604063,0.0,0.0,116.20548,0.0,0.0
2021-12-23,13459810.040002218,-761074.84957084,7888275.033710585,-275215.707418726,-447991.5311525532,0.0,0.0,121.17090000000002,0.0,0.0
2021-12-24,12766448.680000909,-837133.6100021069,7884782.183960168,-302673.08539166866,2181693.912578216,0.0,0.0,92.59591200000001,0.0,0.0
2021-12-25,48053.43999999986,-928570.308409231,7881289.33420975,-132020.8423362764,2100510.5645780214,0.0,0.0,34.693048000000005,0.0,0.0
2021-12-26,3819059.8299993724,-1034190.3814073044,7877796.484459333,-5263.970933768612,123021.1694273371,0.0,0.0,135.49802200000002,0.0,0.0
2021-12-27,4370599.67999919,-1152504.9002174693,7874303.634708916,-158494.9338040793,-1532617.5825036264,-737533.7914001376,0.0,127.620134,0.0,0.0
2021-12-28,4771703.139999336,-1281747.4386507822,7870810.784958498,-537937.8762354384,-1366010.7890673822,0.0,0.0,131.24739,0.0,0.0
2021-12-29,5304446.949999289,-1419897.1315966572,7867317.93520808,-813547.4215039541,-1058605.743860006,0.0,0.0,136.24821200000002,0.0,0.0
2021-12-30,6442681.9099991415,-1564707.6307292995,7863825.085457663,-699470.6548243811,-447991.5311506682,0.0,0.0,137.812054,0.0,0.0
2021-12-31,8734083.129998434,-1713741.519277841,7860332.235707246,-266410.24234595813,2181693.9125796207,0.0,0.0,135.662812,0.0,0.0
2022-01-01,4278007.769999727,-1864409.6093185807,7856839.385956829,84889.57417624751,2100510.564577167,0.0,0.0,102.51703200000001,0.0,0.0
2022-01-02,4620369.169999712,-2014014.416801744,7853346.536206411,-3722.867188519564,123021.1694252376,0.0,0.0,161.82304,0.0,0.0
2022-01-03,4382807.569999634,-2159796.9950235924,7849853.686455995,-474527.6436019376,-1532617.5825020557,0.0,0.0,156.021822,0.0,0.0
2022-01-04,4667696.209999597,-2298986.2096219286,7846360.836705576,-854567.3824129896,-1366010.7890690323,0.0,0.0,154.99018,0.0,0.0
2022-01-05,5108550.6900000535,-2428849.460435464,7842867.986955159,-663726.4615668865,-1058605.7438608068,0.0,0.0,162.33568999999997,0.0,0.0
2022-01-06,4682945.979999971,-2546743.7999486485,7839375.137204742,130752.9051053698,-447991.5311500713,0.0,0.0,101.56911399999998,0.0,0.0
2022-01-07,5536136.450000055,-2650166.366621073,7835882.287454325,1040725.5175336289,2181693.912581025,0.0,0.0,112.03021599999998,0.0,0.0
2022-01-08,6547348.589999843,-2736803.0452476186,7832389.437703907,1452973.037675429,2100510.5645819176,0.0,0.0,108.20044400000003,0.0,0.0
2022-01-09,6074045.580000382,-2804574.286432345,7828896.58795349,1148523.7212302422,123021.169423138,0.0,0.0,101.345124,0.0,0.0
2022-01-10,5158618.190000131,-2851677.0631140345,7825403.738203073,478417.9898715819,-1532617.5825019763,0.0,0.0,104.441608,0.0,0.0
2022-01-11,5134488.910000075,-2876622.0132138343,7821910.888452656,39402.67831284133,-1366010.789067643,0.0,0.0,98.529468,0.0,0.0
2022-01-12,5387874.070000284,-2878264.9124755706,7818418.038702238,148203.80627136803,-1058605.7438604066,0.0,0.0,114.91042600000003,0.0,0.0
2022-01-13,5831465.060000125,-2855831.73838535,7814925.18895182,589650.6109456719,-447991.531148186,0.0,0.0,109.03959400000001,0.0,0.0
2022-01-14,7298375.540000308,-2808936.7220717813,7811432.339201403,851666.9417695793,2181693.9125748253,0.0,0.0,111.76147399999998,0.0,0.0
2022-01-15,8044093.4700006675,-2737592.9371359195,7807939.489450986,610283.4461056826,2100510.564581062,0.0,0.0,102.22795200000002,0.0,0.0
2022-01-16,5602203.570000467,-2642215.1387560903,7804446.639700569,11714.247649772702,123021.16942229,0.0,0.0,118.33790400000001,0.0,0.0
2022-01-17,5266948.550000528,-2523614.73923931,7800953.789950151,-491358.1831618016,-1532617.5825018971,1967134.378863076,0.0,98.66625799999998,0.0,0.0
2022-01-18,5153379.270000298,-2382986.983095641,7797460.940199734,-567947.2553218309,-1366010.7890662537,0.0,0.0,111.32824199999999,0.0,0.0
2022-01-19,5731997.160000576,-2221890.561344096,7793968.090449316,-287405.8577675637,-1058605.7438607048,0.0,0.0,103.387614,0.0,0.0
2022-01-20,5907252.000000596,-2042220.0766624047,7790475.2406989,-3116.1652480579837,-447991.531146945,0.0,0.0,115.23705000000001,0.0,0.0
2022-01-21,7034561.500001079,-1846171.9337468373,7786982.390948481,13807.741359736596,2181693.9125761897,0.0,0.0,102.15625600000001,0.0,0.0
2022-01-22,7819048.500000896,-1636204.3788319172,7783489.541198065,-182501.45240417303,2100510.564579491,0.0,0.0,112.39746200000002,0.0,0.0
2022-01-23,6798976.4000013,-1414992.5447007008,7779996.691447646,-319938.37184785586,123021.16941893882,0.0,0.0,113.93012800000001,0.0,0.0
2022-01-24,5508748.260000581,-1185379.469539659,7776503.84169723,-231027.5769455505,-1532617.5825018643,0.0,0.0,115.75045599999999,0.0,0.0
2022-01-25,5669434.020000907,-950324.1464921448,7773010.991946813,-44047.043202555535,-1366010.7890679045,0.0,0.0,116.95555399999998,0.0,0.0
2022-01-26,5971137.37000093,-712847.7237286373,7769518.142196395,-41699.69648373258,-1058605.7438603044,0.0,0.0,116.07879799999999,0.0,0.0
2022-01-27,6244516.450000968,-475979.0104643511,7766025.292445978,-336880.0546477362,-447991.531145704,0.0,0.0,118.61210799999996,0.0,0.0
2022-01-28,7544680.290001345,-242700.45182574808,7762532.442695561,-712338.0147013338,2181693.9125775537,0.0,0.0,118.827922,0.0,0.0
2022-01-29,8185846.960000914,-15895.71463231143,7759039.592945143,-810983.2062102967,2100510.56457792,0.0,0.0,114.13050399999999,0.0,0.0
2022-01-30,7385502.35000125,201700.02239303265,7755546.743194725,-502248.4553653417,123021.16942808485,0.0,0.0,99.24809800000004,0.0,0.0
2022-01-31,6472234.970000955,407546.055424968,7752053.893444309,-51664.34666447826,-1532617.5825017851,0.0,0.0,97.44115599999999,0.0,6.0
2022-02-01,7556808.82000091,599337.500014192,7748561.043693891,104112.48006711912,-1366010.7890665145,0.0,0.0,116.941316,0.0,18.0
2022-02-02,7889769.300001675,775041.1948412263,7745068.1939434735,-214535.5385636093,-1058605.7438611053,0.0,0.0,127.16811799999998,0.0,66.0
2022-02-03,7144807.170001188,932925.5055739066,7741575.344193056,-712056.4667160845,-447991.5311444629,0.0,0.0,127.38070000000002,0.0,94.5
2022-02-04,9463739.55000195,1071583.5235582967,7738082.49444264,-846500.5035509504,2181693.912571395,0.0,0.0,126.08467,0.0,150.0
2022-02-05,10895810.680002168,1189949.3183943275,7734589.644692221,-320827.8082349635,2100510.564577782,0.0,0.0,133.87030000000001,0.0,259.5
2022-02-06,9291794.130001884,1287307.0738851358,7731096.794941804,613447.1310527802,123021.1694259854,0.0,0.0,134.651998,0.0,216.0
2022-02-07,7671894.290001199,1363293.108745687,7727603.945191386,1336628.1050791745,-1532617.5825017055,0.0,0.0,131.300556,0.0,157.5
2022-02-08,7830109.100001009,1417890.9523396632,7724111.09544097,1380094.1885216453,-1366010.7890666449,0.0,0.0,124.826712,0.0,166.5
2022-02-09,8282081.200001088,1451419.8070307751,7720618.245690552,821242.2906594481,-1058605.7438595043,0.0,0.0,129.792492,0.0,168.0
2022-02-10,9294793.450001555,1464516.878335374,7717125.395940135,198372.9279820105,-447991.5311502205,0.0,0.0,128.79403399999998,0.0,193.5
2022-02-11,11100277.59000209,1458114.1880137098,7713632.546189718,26813.05593520837,2181693.912572718,0.0,0.0,127.587432,0.0,214.5
2022-02-12,13881568.470002528,1433410.600150966,7710139.696439301,357961.83125845395,2100510.564576211,0.0,0.0,142.049666,0.0,246.0
2022-02-13,15499682.980002277,1391839.883303652,7706646.846688883,773068.1751001204,123021.16942388592,0.0,0.0,134.965446,0.0,217.5
2022-02-14,14793081.630002007,1335035.700695054,7703153.996938465,796042.5055540297,-1532617.5825016263,0.0,0.0,128.396328,0.0,139.5
2022-02-15,6210168.550000685,1264794.463721482,7699661.147188048,329838.3349366068,-1366010.789067963,0.0,0.0,129.09160799999998,0.0,123.0
2022-02-16,6393574.590000772,1183037.0008958206,7696168.297437631,-280278.80551509577,-1058605.743860305,0.0,0.0,133.48565599999998,0.0,111.0
2022-02-17,7178973.81000069,1091769.9848319371,7692675.447687214,-588645.7132250385,-447991.5311489793,0.0,0.0,115.12850599999999,0.0,124.5
2022-02-18,9037778.720000979,993048.0246186564,7689182.597936796,-452956.4499390665,2181693.912574123,0.0,0.0,128.302724,0.0,114.0
2022-02-19,9348855.000001092,888937.2715503251,7685689.74818638,-122499.73366929148,2100510.5645753564,0.0,0.0,123.57459200000001,0.0,154.5
2022-02-20,8600621.580001092,781481.3047258124,7682196.898435961,43525.41240091514,123021.16942178638,0.0,0.0,125.075266,0.0,160.5
2022-02-21,7338325.890000802,672669.9623730972,7678704.048685545,-73122.8676052892,-1532617.5825030853,-1103999.3766238077,0.0,130.5679,0.0,118.5
2022-02-22,6384334.490000924,564411.6681930689,7675211.198935127,-275215.70741943846,-1366010.789068093,0.0,0.0,123.426256,0.0,100.5
2022-02-23,7268958.460000705,458509.6733659755,7671718.34918471,-302673.0853910885,-1058605.7438611062,0.0,0.0,125.96553200000002,0.0,115.5
2022-02-24,7355888.900000915,356642.4981367762,7668225.499434291,-132020.8423348689,-447991.53114773816,0.0,0.0,125.617552,0.0,106.5
2022-02-25,9061558.500001041,260348.71656069104,7664732.649683875,-5263.970933880489,2181693.912575487,0.0,0.0,128.969248,0.0,127.5
2022-02-26,9626695.720001023,171016.08818566802,7661239.799933458,-158494.9338039126,2100510.564580106,0.0,0.0,119.28597399999998,0.0,135.0
2022-02-27,8743349.280001096,89874.90577896636,7657746.95018304,-537937.8762351255,123021.1694309322,0.0,0.0,126.17231600000001,0.0,151.5
2022-02-28,7058762.930000827,17995.30253440123,7654254.100432621,-813547.4215027117,-1532617.5825014678,0.0,0.0,140.27499,0.0,132.0
2022-03-01,6839483.340000777,-43711.85045236945,7650761.250682205,-699470.65482452,-1366010.7890667035,0.0,0.0,119.37035399999999,0.0,105.0
2022-03-02,6381449.560000538,-94490.92201906024,7647268.400931788,-266410.2423462179,-1058605.7438595048,0.0,0.0,124.26677199999999,0.0,109.5
2022-03-03,6794442.790000801,-133734.91682278967,7643775.55118137,84889.57417614422,-447991.5311541395,0.0,0.0,118.15646799999999,0.0,124.5
2022-03-04,8113959.640000728,-160976.88776100994,7640282.701430954,-3722.867188777783,2181693.9125768514,0.0,0.0,122.554912,0.0,175.5
2022-03-05,8671549.330000894,-175879.99618595315,7636789.851680536,-474527.6436032544,2100510.564579252,0.0,0.0,122.20711800000002,0.0,186.0
2022-03-06,7808109.300001099,-178226.8601874295,7633297.001930119,-854567.3824140179,123021.16943008432,0.0,0.0,104.534008,0.0,187.5
2022-03-07,6215256.320000561,-167908.81639055614,7629804.152179701,-663726.4615670333,-1532617.5825029265,0.0,0.0,119.24212399999999,0.0,9.0
2022-03-08,6370455.140000653,-144915.682822311,7626311.302429285,130752.9051050888,-1366010.789066834,0.0,0.0,106.609262,0.0,6.0
2022-03-09,6310219.210000779,-109326.55088582356,7622818.452678866,1040725.5175312012,-1058605.743861004,0.0,0.0,111.983766,0.0,15.0
2022-03-10,6958587.1400009105,-61302.05551476775,7619325.602928449,1452973.0376754752,-447991.5311522544,0.0,0.0,85.42115999999999,0.0,3.0
2022-03-11,8705309.380001195,-1078.4770255225928,7615832.753178032,1148523.7212305474,2181693.912578216,0.0,0.0,80.318076,0.0,12.0
2022-03-12,8722772.46000076,71036.0806326685,7612339.903427615,478417.98987186886,2100510.5645776805,0.0,0.0,107.22153200000001,0.0,3.0
2022-03-13,7728141.570001132,154663.30874798354,7608847.053677198,39402.67831282831,123021.16942673316,0.0,0.0,97.99298399999999,0.0,0.0
2022-03-14,6274437.13000081,249354.1068142904,7605354.20392678,148203.80627260343,-1532617.5825013556,0.0,0.0,102.851252,0.0,0.0
2022-03-15,6635474.570000781,354585.91091558256,7601861.354176363,589650.6109467518,-1366010.7890669643,0.0,0.0,98.87856199999999,0.0,0.0
2022-03-16,6704481.890000684,469758.1796148808,7598368.504425946,851666.9417695838,-1058605.7438606035,0.0,0.0,80.46872599999999,0.0,0.0
2022-03-17,6852011.990000639,594186.3922588293,7594875.654675527,610283.4461059378,-447991.5311516573,0.0,0.0,111.67169600000003,0.0,0.0
2022-03-18,8216814.040000906,727095.0153034701,7591382.80492511,11714.247651421538,2181693.91257962,0.0,0.0,124.517192,0.0,0.0
2022-03-19,8914671.030000921,867609.977081345,7587889.955174693,-491358.1831618186,2100510.564577544,0.0,0.0,112.17847599999999,0.0,0.0
2022-03-20,8025065.820000768,1014751.2568584956,7584397.105424276,-567947.2553221027,123021.1694258853,0.0,0.0,124.48023999999998,0.0,0.0
2022-03-21,6422016.8900006935,1167426.237490212,7580904.255673858,-287405.8577678114,-1532617.5825012764,0.0,0.0,123.308064,0.0,0.0
2022-03-22,6488565.820000623,1324424.490177557,7577411.405923441,-3116.165248109079,-1366010.7890670951,0.0,0.0,110.705424,0.0,0.0
2022-03-23,6552186.570000883,1484414.65357224,7573918.556173025,13807.741358425696,-1058605.7438614045,0.0,0.0,119.70575799999999,0.0,0.0
2022-03-24,6992941.080000783,1645944.0371167914,7570425.7064226065,-182501.4524054601,-447991.5311497726,0.0,0.0,120.50198,0.0,0.0
2022-03-25,8418158.410001159,1807441.5203854265,7566932.856672188,-319938.3718479373,2181693.9125734204,0.0,0.0,122.98391400000003,0.0,0.0
2022-03-26,8819198.590001225,1967224.2374942263,7563440.006921772,-231027.57694573485,2100510.564581577,0.0,0.0,121.9649,0.0,0.0
2022-03-27,8250060.830001281,2123508.4302285784,7559947.157171355,-44047.0432027673,123021.16942378574,0.0,0.0,121.49916799999998,0.0,0.0
2022-03-28,6548793.040000916,2274424.7282810686,7556454.307420937,-41699.69648379042,-1532617.5825011972,0.0,0.0,123.09612800000001,0.0,0.0
2022-03-29,6551273.800001091,2418037.973277328,7552961.45767052,-336880.05464735965,-1366010.789065705,0.0,0.0,125.8937,0.0,0.0
2022-03-30,6953298.610000228,2552371.54917378,7549468.607920103,-712338.0147007846,-1058605.7438605016,0.0,0.0,119.783914,0.0,0.0
2022-03-31,7865472.310000666,2675436.0197779634,7545975.758169685,-810983.2062102745,-447991.5311478872,0.0,0.0,123.08145400000001,0.0,0.0
2022-04-01,10073978.860000782,2785261.709489998,7542482.908419268,-502248.45536559913,2181693.912574785,0.0,0.0,106.61452799999999,0.0,0.0
2022-04-02,10112190.800001169,2879934.701099936,7538990.05866885,-51664.34666310464,2100510.5645807222,0.0,0.0,111.81349399999999,0.0,0.0
2022-04-03,9515472.20000046,2957635.5699045644,7535497.208918433,104112.48006716809,123021.16942168606,0.0,0.0,107.63646999999997,0.0,0.0
2022-04-04,7473115.000000067,3016680.0316900755,7532004.359168015,-214535.53856448096,-1532617.5825026562,0.0,0.0,113.572732,0.0,0.0
2022-04-05,7308767.639999972,3055560.55829888,7528511.509417598,-712056.4667157676,-1366010.7890685431,0.0,0.0,107.75942400000002,0.0,0.0
2022-04-06,8076778.100000224,3072987.913047355,7525018.659667181,-846500.5035509255,-1058605.7438613025,0.0,0.0,113.446814,0.0,0.0
2022-04-07,8676927.560000272,3067931.483344455,7521525.8099167645,-320827.8082352563,-447991.5311472903,0.0,0.0,116.08295199999998,0.0,0.0
2022-04-08,10284775.550000865,3039657.2427182016,7518032.960166346,613447.1310524058,2181693.9125761488,0.0,0.0,108.23699199999999,0.0,0.0
2022-04-09,11898500.51000094,2987762.1618269645,7514540.110415928,1336628.1050790397,2100510.564579868,0.0,0.0,117.693246,0.0,0.0
2022-04-10,11626424.430000298,2912203.909465449,7511047.260665513,1380094.188521811,123021.1694295805,0.0,0.0,116.697824,0.0,0.0
2022-04-11,10141305.709999967,2813324.7409514207,7507554.410915094,821242.2906581488,-1532617.5825041148,0.0,0.0,111.21505799999998,0.0,0.0
2022-04-12,11001168.0599999,2691868.562275632,7504061.561164677,198372.92798223943,-1366010.7890671538,0.0,0.0,108.328894,0.0,0.0
2022-04-13,11904724.680000402,2548990.2827788694,7500568.711414259,26813.055936030047,-1058605.743860902,0.0,0.0,113.35554400000001,0.0,0.0
2022-04-14,13870742.940000726,2386256.7245980096,7497075.861663843,357961.83125978376,-447991.5311454053,0.0,0.0,104.864316,0.0,0.0
2022-04-15,19506318.42000072,2205638.540512324,7493583.011913425,773068.17509991,2181693.912577553,0.0,0.0,112.920306,0.0,0.0
2022-04-16,27529711.300000444,2009492.7988878768,7490090.162163008,796042.5055542005,2100510.5645790133,0.0,0.0,110.568378,0.0,0.0
2022-04-17,10105427.529999442,1800536.1203798142,7486597.312412591,329838.33493665146,123021.16942873252,0.0,0.0,76.107926,0.0,0.0
2022-04-18,7174239.850001401,1581808.4901438826,7483104.4626621725,-280278.8055148635,-1532617.5825024974,0.0,0.0,96.34278000000002,0.0,0.0
2022-04-19,5602960.089999812,1356628.1154922931,7479611.612911755,-588645.7132260569,-1366010.7890672842,0.0,0.0,109.21387599999998,0.0,0.0
2022-04-20,5147872.69999971,1128537.9456342284,7476118.763161338,-452956.4499393787,-1058605.743860502,0.0,0.0,92.05795199999999,0.0,0.0
2022-04-21,5274611.96999977,901244.7106437716,7472625.913410921,-122499.7336685954,-447991.5311518066,0.0,0.0,97.47055399999999,0.0,0.0
2022-04-22,6194189.4799997,678551.5643433088,7469133.063660503,43525.41239964629,2181693.912571314,0.0,0.0,95.961926,0.0,0.0
2022-04-23,6638594.42999987,464285.6238299247,7465640.213910087,-73122.86760607331,2100510.5645774417,0.0,0.0,107.68672999999998,0.0,0.0
2022-04-24,6017220.550000073,262221.8806099242,7462147.364159669,-275215.70741931605,123021.16942538157,0.0,0.0,112.34173999999999,0.0,0.0
2022-04-25,5082421.709999973,76005.1091321446,7458654.514409251,-302673.0853912113,-1532617.582503956,0.0,0.0,104.00300199999997,0.0,0.0
2022-04-26,5364451.000000013,-90928.48715117724,7455161.664658834,-132020.8423351178,-1366010.789068601,0.0,0.0,120.40107800000001,0.0,0.0
2022-04-27,5530140.860000376,-235428.07831729017,7451668.814908417,-5263.970934053414,-1058605.7438601018,0.0,0.0,130.19562599999998,0.0,0.0
2022-04-28,5827163.260000403,-354701.6152122414,7448175.965158,-158494.93380312176,-447991.53114992136,0.0,0.0,182.79268,0.0,0.0
2022-04-29,6990785.18000073,-446384.0133595806,7444683.115407582,-537937.8762348255,2181693.912572718,0.0,0.0,50.94000000000001,0.0,0.0
2022-04-30,7061471.30000085,-508598.34803039086,7441190.265657165,-813547.4215024754,2100510.564576588,0.0,0.0,57.660000000000004,0.0,0.0
2022-05-01,6661456.770000655,-540008.4039511003,7437697.415906748,-699470.6548241102,123021.16942453355,0.0,0.0,257.93507999999997,0.0,0.0
2022-05-02,5685920.410000214,-539861.0769181903,7434204.56615633,-266410.2423449609,-1532617.5825023851,0.0,0.0,150.401594,0.0,3.0
2022-05-03,5656757.110000258,-508017.32050574943,7430711.716405913,84889.57417707851,-1366010.7890687324,0.0,0.0,85.14109400000001,0.0,48.0
2022-05-04,6180929.600000187,-444970.5650766378,7427218.866655495,-3722.867188777717,-1058605.7438609025,0.0,0.0,79.66207000000001,0.0,105.0
2022-05-05,6934773.200000197,-351851.8035207004,7423726.016905078,-474527.6436029883,-447991.5311493244,0.0,0.0,78.555976,0.0,211.5
2022-05-06,8437641.09000105,-230420.832436479,7420233.16715466,-854567.3824138298,2181693.9125741227,0.0,0.0,78.714686,0.0,217.5
2022-05-07,10411280.939999145,-83043.45215873666,7416740.317404243,-663726.4615676111,2100510.564581338,0.0,0.0,103.081514,0.0,319.5
2022-05-08,8802749.430000706,87345.24349502001,7413247.467653826,130752.90510471271,123021.16942243392,0.0,0.0,90.698496,0.0,249.0
2022-05-09,6056925.380000266,277291.0244606835,7409754.6179034095,1040725.5175309144,-1532617.5825023062,0.0,0.0,90.90768000000001,0.0,192.0
2022-05-10,6166796.950000317,482883.3363597845,7406261.768152991,1452973.0376752273,-1366010.7890673422,0.0,0.0,74.58654800000001,0.0,177.0
2022-05-11,6380916.029999655,699829.657405724,7402768.918402573,1148523.7212289835,-1058605.7438593018,0.0,0.0,65.336184,0.0,168.0
2022-05-12,7056549.649999808,923539.9930576256,7399276.068652157,478417.989870847,-447991.5311474393,0.0,0.0,105.243954,0.0,225.0
2022-05-13,8503916.10999998,1149219.8311939468,7395783.218901739,39402.67831311781,2181693.912575447,0.0,0.0,80.22894199999999,0.0,259.5
2022-05-14,8691928.000000391,1371969.6454933428,7392290.369151322,148203.80627089177,2100510.564580483,0.0,0.0,95.18909199999999,0.0,265.5
2022-05-15,7927576.45000002,1586888.84088264,7388797.519400905,589650.6109464712,123021.1694215858,0.0,0.0,98.059658,0.0,273.0
2022-05-16,6904871.969999819,1789181.887904114,7385304.669650488,851666.9417697131,-1532617.5825022268,0.0,0.0,99.667,0.0,186.0
2022-05-17,6965203.929999776,1974264.2970933253,7381811.81990007,610283.4461061116,-1366010.7890659529,0.0,0.0,69.41255,0.0,174.0
2022-05-18,7000740.199999723,2137866.043121856,7378318.970149653,11714.247651752092,-1058605.7438608003,0.0,0.0,95.09747200000001,0.0,166.5
2022-05-19,8243520.37000038,2276130.063417224,7374826.120399236,-491358.1831616273,-447991.5311461983,0.0,0.0,89.48870600000001,0.0,214.5
2022-05-20,9290260.350000998,2385703.527753428,7371333.2706488175,-567947.2553208465,2181693.912576851,0.0,0.0,106.400448,0.0,184.5
2022-05-21,9496224.76000056,2463819.7029076177,7367840.4208984,-287405.8577666069,2100510.564578912,0.0,0.0,65.399998,0.0,270.0
2022-05-22,8955835.890000619,2508368.4176623807,7364347.571147983,-3116.165248075683,123021.16941823484,0.0,0.0,59.199997999999994,0.0,250.5
2022-05-23,7616112.010000303,2517953.364410484,7360854.721397566,13807.741360760956,-1532617.582502194,0.0,0.0,60.29999599999999,0.0,160.5
2022-05-24,7857967.470000018,2491934.749499101,7357361.871647149,-182501.45240525485,-1366010.7890676032,0.0,0.0,59.55999800000001,0.0,159.0
2022-05-25,9159652.680000493,2430456.11902497,7353869.021896731,-319938.37184793584,-1058605.7438604005,0.0,0.0,63.64,0.0,163.5
2022-05-26,10687105.200001704,2334454.532928765,7350376.172146314,-231027.57694595016,-447991.53115259984,0.0,0.0,176.603642,0.0,180.0
2022-05-27,13060336.500000408,2205653.6299298573,7346883.322395896,-44047.04320297916,2181693.912578216,0.0,0.0,60.24,0.0,229.5
2022-05-28,11859816.710001439,2046539.5103820171,7343390.472645479,-41699.696483763975,2100510.564578774,0.0,0.0,75.78,0.0,210.0
2022-05-29,10059259.600001222,1860319.7544598093,7339897.622895062,-336880.0546473279,123021.16942738078,0.0,0.0,65.819998,0.0,166.5
2022-05-30,9476849.580000632,1650866.2798250916,7336404.773144644,-712338.0147021544,-1532617.5825005765,1355325.0375813665,0.0,86.859998,0.0,162.0
2022-05-31,8563742.160000226,1422643.1168262002,7332911.923394227,-810983.206210591,-1366010.789066214,0.0,0.0,63.81999599999999,0.0,159.0
2022-06-01,9048760.320000097,1180620.5312218862,7329419.07364381,-502248.4553658841,-1058605.743861201,0.0,0.0,147.27770800000002,0.0,172.5
2022-06-02,9814626.4600008,930177.2459135316,7325926.223893393,-51664.34666340052,-447991.5311513588,0.0,0.0,159.974884,0.0,195.0
2022-06-03,11514472.240000455,676992.7962327673,7322433.374142976,104112.48006700828,2181693.912572056,0.0,0.0,170.80843399999995,0.0,229.5
2022-06-04,11785789.809999917,426932.2910910891,7318940.524392558,-214535.53856452787,2100510.564577203,0.0,0.0,141.00900399999998,0.0,246.0
