ds,SALES,yearly,trend,monthly,weekly,holidays,KPM_COST_EMOD,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA,REDEMPTION_COST_LOYAL_CUSTOMER_MAILER
2021-07-15,9222236.249998575,5539775.732980542,8450623.626857633,851666.9417696691,-447991.531153748,0.0,0.0,214.39034999999998,0.0,0.0
2021-07-16,10581599.039998008,5257905.973113063,8447130.784096574,610283.4461062782,2181693.912576893,0.0,0.0,192.29484200000002,0.0,0.0
2021-07-17,10419990.029998183,4950617.824737695,8443637.941335518,11714.247650769144,2100510.56457884,0.0,0.0,194.683176,0.0,0.0
2021-07-18,9240863.589998994,4622697.769640108,8440145.09857446,-491358.18316130433,123021.1694181474,0.0,0.0,201.279388,0.0,0.0
2021-07-19,8002947.629998917,4279032.928361089,8436652.255813401,-567947.2553206158,-1532617.5825006964,0.0,0.0,200.90682999999999,0.0,0.0
2021-07-20,7992416.699998924,3924516.7936757514,8433159.413052343,-287405.8577682468,-1366010.7890660455,0.0,0.0,175.66620799999998,0.0,0.0
2021-07-21,8678475.359998891,3563958.5082630464,8429666.570291286,-3116.165247904561,-1058605.743860412,0.0,0.0,225.800558,0.0,0.0
2021-07-22,9549262.289998548,3201997.519899024,8426173.727530228,13807.74136042576,-447991.531151863,0.0,0.0,230.58313599999997,0.0,0.0
2021-07-23,11013080.969998134,2843025.267429688,8422680.88476917,-182501.45240543108,2181693.9125782973,0.0,0.0,221.37270799999996,0.0,0.0
2021-07-24,10587852.11999817,2491115.3371422845,8419188.042008113,-319938.37184797734,2100510.5645779856,0.0,0.0,224.02205600000005,0.0,0.0
2021-07-25,9465624.259998769,2149963.287892543,8415695.199247055,-231027.57694668183,123021.1694272934,0.0,0.0,163.73424599999998,0.0,0.0
2021-07-26,8148247.6399993105,1822837.0812207956,8412202.356485996,-44047.04320188731,-1532617.582502155,0.0,0.0,38.79141599999999,0.0,0.0
2021-07-27,8155130.69999939,1512538.7765139325,8408709.513724938,-41699.69648402954,-1366010.7890676963,0.0,0.0,0.0,0.0,0.0
2021-07-28,8456946.189999325,1221377.8682977648,8405216.670963882,-336880.0546484471,-1058605.743861213,0.0,0.0,1.02,0.0,0.0
