ds,SALES,yearly,trend,monthly,weekly,holidays,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA,REDEMPTION_COST_LOYAL_CUSTOMER_MAILER,REDEMPTION_COST_MY_MAGAZINE
2021-08-26,77798159.40993589,-4579391.490272196,81870649.35965249,-11738815.294717671,-10423734.481478885,0.0,990.5641039999999,0.0,740.0,0.0
2021-08-27,82716066.55993026,-8207098.257405853,81872159.51807189,-13773218.568425776,14938208.213351112,0.0,985.6104079999998,0.0,866.0,0.0
2021-08-28,90270851.02992001,-11296005.285524564,81873669.67649128,-9920716.1588371,16431213.315136544,0.0,817.448514,0.0,1061.5,0.0
2021-08-29,109103935.96989742,-13805399.84850383,81875179.83491066,-1691152.8789884085,9243089.773116542,0.0,1117.1797159999999,0.0,1053.5,0.0
2021-08-30,80702604.0099366,-15710549.696923245,81876689.99333005,6596388.116078262,-7907117.051053012,0.0,1218.329916,0.0,710.6,0.0
2021-08-31,74872215.32994446,-17002914.889921922,81878200.15174943,10734800.774464983,-11221225.37438957,0.0,1043.54548,0.0,746.0,0.0
2021-09-01,72580160.90995075,-17689925.51763673,81879710.31016882,9183766.788036194,-11060434.394676462,0.0,1050.172898,0.0,799.1,0.0
2021-09-02,71573011.60995406,-17794338.200459056,81881220.46858822,3518857.795019255,-10423734.48145833,0.0,1048.0194840000001,0.0,1069.8,0.0
2021-09-03,77679514.36994548,-17353195.592263296,81882730.6270076,-3086850.477938487,14938208.213367192,0.0,1029.3200279999999,0.0,1162.9,0.0
2021-09-04,77563469.70994836,-16416423.676940836,81884240.78542699,-7793685.111134847,16431213.31513587,0.0,1028.686854,0.0,1370.9,0.0
2021-09-05,78078741.23994987,-15045111.145630546,81885750.94384637,-9054433.09046779,9243089.773099212,0.0,1055.709154,0.0,1441.2999999999997,0.0
2021-09-06,81012470.35995111,-13309523.317844655,81887261.10226576,-6503515.377273651,-7907117.051021595,28702608.950431533,1069.264978,0.0,364.70000000000005,0.0
2021-09-07,68020229.43996191,-11286909.708420498,81888771.26068516,-642057.6264341788,-11221225.374423316,0.0,1039.391134,0.0,270.0,0.0
2021-09-08,58972234.59997374,-9059169.268834176,81890281.41910455,7073170.146031525,-11060434.394693991,0.0,1014.465406,0.0,161.8,0.0
2021-09-09,57420360.88997554,-6710440.423899367,81891791.57752393,14115635.865686506,-10423734.481464311,0.0,1020.3693259999999,0.0,193.00000000000003,0.0
2021-09-10,59033564.55997306,-4324684.211539877,81893301.73594333,17575667.782622613,14938208.21337915,0.0,1044.011178,0.0,164.4,0.0
2021-09-11,65160685.20996613,-1983328.096202084,81894811.89436272,15742639.821966574,16431213.315141344,0.0,1053.2221279999999,0.0,129.0,0.0
2021-09-12,83262524.70994912,236964.5956958616,81896322.0527821,9486256.491350684,9243089.773081884,0.0,1030.449138,0.0,108.80000000000001,0.0
2021-09-13,66819944.539967135,2266339.0885924385,81897832.21120149,2047988.4310449264,-7907117.051046739,0.0,1022.3415819999999,0.0,108.80000000000001,0.0
2021-09-14,56611998.0599749,4043552.9633171177,81899342.36962087,-2987719.564596648,-11221225.374395473,0.0,1007.3429120000001,0.0,122.40000000000003,0.0
2021-09-15,57831353.17997516,5517492.443741287,81900852.52804026,-4109855.904102823,-11060434.394689675,0.0,1017.0558960000001,0.0,136.00000000000006,0.0
2021-09-16,56961461.20998117,6648363.040274521,81902362.68645965,-2701023.630378585,-10423734.48144376,0.0,1013.4735499999999,0.0,81.60000000000002,0.0
2021-09-17,60399545.13997507,7408526.197183953,81903872.84487905,-1529508.3046109893,14938208.213318547,0.0,1030.400348,0.0,108.80000000000003,0.0
2021-09-18,64452572.01996995,7782964.059210008,81905383.00329845,-2216525.6274739723,16431213.315150214,0.0,991.9720820000001,0.0,95.20000000000002,0.0
2021-09-19,83759994.0099541,7769365.336101402,81906893.16171783,-3933088.705373476,9243089.773083832,0.0,1022.1696420000001,0.0,122.40000000000002,0.0
2021-09-20,63810723.20997019,7377836.187673812,81908403.32013722,-4490452.582158996,-7907117.051021529,0.0,1027.301622,0.0,108.80000000000001,0.0
2021-09-21,61105851.2199683,6630250.76546723,81909913.4785566,-2782934.311396152,-11221225.374377022,0.0,1005.4487959999998,0.0,40.800000000000004,0.0
2021-09-22,63754226.929961614,5559266.224957589,81911423.63697599,-242335.4246482535,-11060434.394681737,0.0,994.637984,0.0,54.400000000000006,0.0
2021-09-23,65150830.16996113,4207036.379826536,81912933.79539537,185096.32753206237,-10423734.48143647,0.0,1007.3760319999999,0.0,13.600000000000005,0.0
2021-09-24,68167953.83995627,2623666.444858463,81914443.95381476,-3248782.7964094933,14938208.213332566,0.0,996.4164679999999,0.0,95.20000000000002,0.0
2021-09-25,72679100.00995111,865458.2803206099,81915954.11223416,-9111853.35259127,16431213.315139988,0.0,998.5960400000002,0.0,27.200000000000003,0.0
2021-09-26,90955237.41993046,-1006998.980907573,81917464.27065355,-13429377.63425545,9243089.773047227,0.0,1003.0941180000001,0.0,108.79999999999998,0.0
2021-09-27,69851022.99995776,-2930834.216539996,81918974.42907293,-12579853.14460344,-7907117.051046674,0.0,963.108982,0.0,114.8,0.0
2021-09-28,65200600.78996083,-4842934.712096794,81920484.58749232,-6119107.767618787,-11221225.374384668,0.0,958.5701279999997,0.0,233.79999999999998,0.0
2021-09-29,59977962.49996694,-6681960.57129321,81921994.74591172,2748608.5814150614,-11060434.39467742,0.0,963.9210199999999,0.0,288.0,0.0
2021-09-30,60869113.599967584,-8390273.509135645,81923504.9043311,9360416.005972072,-10423734.481415922,0.0,966.9278819999998,0.0,431.6,0.0
2021-10-01,66159013.549961425,-9915723.587602353,81925015.06275049,10633791.16082008,14938208.21334658,0.0,442.6000000000001,0.0,759.0,0.0
2021-10-02,72407115.34995292,-11213242.255849326,81926525.22116987,6679592.321833968,16431213.31512976,0.0,377.0,0.0,608.0000000000001,0.0
2021-10-03,89734991.73993455,-12246196.318446912,81928035.37958927,130519.23205662749,9243089.773120444,0.0,392.79999999999995,0.0,741.3999999999999,0.0
2021-10-04,68575092.24996214,-12987464.982928574,81929545.53800866,-5806864.791265706,-7907117.051046641,0.0,380.79999999999995,0.0,535.0,0.0
2021-10-05,62462817.40996658,-13420210.702612115,81931055.69642805,-8900234.960633853,-11221225.374392312,0.0,376.6,0.0,547.2,0.0
2021-10-06,58167611.10997669,-13538323.875047809,81932565.85484743,-8243347.883772433,-11060434.39469495,0.0,379.6,0.0,610.0,0.0
2021-10-07,58800273.94998204,-13346531.30277672,81934076.01326682,-3921344.884117778,-10423734.4814219,0.0,378.29999999999995,0.0,630.0,0.0
2021-10-08,61185046.88997835,-12860168.380274735,81935586.1716862,3119221.5058232234,14938208.21328392,0.0,385.4,0.0,755.0,0.0
2021-10-09,65470419.99997338,-12104624.944650143,81937096.33010559,10867118.280732648,16431213.315138634,0.0,370.8000000000001,0.0,798.6,0.0
2021-10-10,79175341.67996474,-11114484.327123968,81938606.48852499,16449545.124957252,9243089.773103116,0.0,384.8,0.0,630.0,0.0
2021-10-11,64946229.06997333,-9932384.090438733,81940116.64694439,17334688.362344325,-7907117.051015223,4099422.3567903694,380.6,0.0,600.0,0.0
2021-10-12,60145595.00997314,-8607634.97758274,81941626.80536377,13003524.80893948,-11221225.374399958,0.0,371.99999999999994,0.0,560.0,0.0
2021-10-13,55523725.459971786,-7194641.5000668485,81943136.96378316,5667185.835150478,-11060434.394668795,0.0,380.0,0.0,515.0,0.0
2021-10-14,54541729.18997305,-5751173.167941473,81944647.12220255,-934606.9151921736,-10423734.481458109,0.0,376.40000000000003,0.0,570.0,0.0
2021-10-15,58842045.859968536,-4336539.451460653,81946157.28062193,-4011936.9707617783,14938208.213299995,0.0,373.00000000000006,0.0,605.0,0.0
2021-10-16,64854101.41996159,-3009724.0604197145,81947667.43904132,-3551026.1922224243,16431213.315128408,0.0,369.59999999999997,0.0,620.0,0.0
2021-10-17,81299133.38994241,-1827534.9653009232,81949177.5974607,-1931066.7498157723,9243089.773105064,0.0,377.40000000000003,0.0,755.0,0.0
2021-10-18,63497527.149962135,-842825.7547571707,81950687.7558801,-1636346.21374507,-7907117.051015193,0.0,367.99999999999994,0.0,565.0,0.0
2021-10-19,56775988.519968614,-102841.4585707683,81952197.91429949,-3078456.9976691403,-11221225.37437212,0.0,362.4,0.0,430.0,0.0
2021-10-20,62720867.05998028,352262.0506795164,81953708.07271887,-4478760.991903918,-11060434.394686325,0.0,365.80000000000007,0.0,530.0,0.0
2021-10-21,63984302.59998342,490681.40344646137,81955218.23113826,-3890607.903721336,-10423734.481450822,0.0,364.7999999999999,0.0,600.0,0.0
2021-10-22,65335535.11997886,289974.8481896489,81956728.38955766,-1439431.1609212598,14938208.213311955,0.0,363.2,0.0,604.0,0.0
2021-10-23,69869621.4899738,-262212.0979350132,81958238.54797705,406131.21710424864,16431213.315127729,0.0,359.0,0.0,685.0,0.0
2021-10-24,89246366.39995429,-1167725.1332619905,81959748.70639643,-1056891.108883578,9243089.77306846,0.0,360.79999999999995,0.0,650.0,0.0
2021-10-25,69744589.34996922,-2417795.3382886588,81961258.86481582,-6092823.717910613,-7907117.051040336,0.0,358.40000000000003,0.0,510.0,0.0
2021-10-26,65332197.3599701,-3993251.160663612,81962769.02323522,-11738815.294708883,-11221225.37440586,0.0,366.40000000000003,0.0,525.0,0.0
2021-10-27,64529413.410053164,-5865040.930826349,81964279.1816546,-13773218.568424303,-11060434.394703854,0.0,362.99999999999994,0.0,445.0,0.0
2021-10-28,63099386.11001746,-7995049.463810554,81965789.34007399,-9920716.158835988,-10423734.481443536,0.0,364.19999999999993,0.0,420.0,0.0
2021-10-29,63729706.62998438,-10337183.67941876,81967299.49849337,-1691152.8789813905,14938208.213325974,0.0,351.8,0.0,480.0,0.0
2021-10-30,70477744.24997911,-12838694.333159456,81968809.65691276,6596388.116086263,16431213.315142753,0.0,358.7999999999999,0.0,545.0,0.0
2021-10-31,73564341.25997745,-15441694.121599589,81970319.81533214,10734800.77445954,9243089.773070402,0.0,336.4,0.0,530.0,0.0
2021-11-01,62124065.36002459,-18084826.801368736,81971829.97375154,9183766.788036415,-7907117.051015125,0.0,407.00000000000006,0.0,80.0,0.0
2021-11-02,60535974.00999703,-20705037.70120672,81973340.13217093,3518857.7950301054,-11221225.37438741,0.0,399.2,0.0,50.0,0.0
2021-11-03,62304191.70001978,-23239393.228257205,81974850.29059033,-3086850.477941745,-11060434.394699544,0.0,401.40000000000003,308.58799999999997,0.0,0.0
2021-11-04,61759271.32999404,-25626895.747013062,81976360.44900972,-7793685.11114418,-10423734.48149301,0.0,394.79999999999995,310.24000000000007,20.0,0.0
2021-11-05,64656675.629978836,-27810240.569974467,81977870.6074291,-9054433.090468222,14938208.213337932,0.0,389.59999999999997,305.816,20.0,0.0
2021-11-06,71348543.10997552,-29737463.72346872,81979380.76584849,-6503515.377272352,16431213.315142078,0.0,405.0000000000001,307.916,0.0,0.0
2021-11-07,91309887.99000365,-31363432.576250404,81980890.92426787,-642057.6264190598,9243089.77307235,0.0,395.79999999999995,313.124,0.0,0.0
2021-11-08,71776832.09003112,-32651136.233023938,81982401.08268726,7073170.146033178,-7907117.051040272,8438203.244375968,405.4,314.72,0.0,0.0
2021-11-09,66294194.669959776,-33572738.652015924,81983911.24110666,14115635.865693552,-11221225.374395056,0.0,395.0,314.71999999999997,0.0,0.0
2021-11-10,61427640.309958965,-34110364.55974427,81985421.39952604,17575667.782625254,-11060434.394691596,0.0,391.0,315.308,0.0,0.0
2021-11-11,62355819.799957804,-34256596.193569496,81986931.55794543,15742639.821963668,-10423734.481472457,0.0,398.4,312.9560000000001,0.0,0.0
2021-11-12,62725078.12995765,-34014667.46434032,81988441.71636482,9486256.491349936,14938208.213354012,0.0,389.40000000000003,313.71200000000005,0.0,0.0
2021-11-13,70263876.44994977,-33398351.04341183,81989951.87478422,2047988.4310434675,16431213.31513185,0.0,392.4,312.452,0.0,0.0
2021-11-14,85073147.03992932,-32431542.87644964,81991462.0332036,-2987719.5645988784,9243089.773107018,0.0,401.8,318.948,0.0,0.0
2021-11-15,67564220.62995374,-31147557.446129117,81992972.19162299,-4109855.9041048526,-7907117.051008852,0.0,389.2000000000001,316.56800000000004,0.0,0.0
2021-11-16,59717602.039963886,-29588155.488602992,81994482.35004237,-2701023.630378768,-11221225.374402698,0.0,374.7999999999999,310.716,0.0,0.0
2021-11-17,58947117.679975696,-27802333.57100986,81995992.50846176,-1529508.304629191,-11060434.394687286,0.0,394.2,313.488,0.0,0.0
2021-11-18,58961464.38998344,-25844911.736176677,81997502.66688116,-2216525.627489524,-10423734.481478436,0.0,376.4,309.652,0.0,0.0
2021-11-19,62157707.22997648,-23774961.12119915,81999012.82530054,-3933088.70538882,14938208.213365968,0.0,379.60000000000014,312.25600000000003,0.0,0.0
2021-11-20,65675724.6699764,-21654117.89776458,82000522.98371993,-4490452.58215193,16431213.315131174,0.0,90.39999999999999,5.152,0.0,0.0
2021-11-21,74018041.0999689,-19544832.939261127,82002033.14213932,-2782934.3113981998,9243089.773108969,0.0,390.59999999999997,311.64,0.0,0.0
2021-11-22,64977537.58997347,-17508608.212083127,82003543.3005587,-242335.4246636408,-7907117.051033999,13180416.348499533,365.40000000000003,311.61199999999997,0.0,0.0
2021-11-23,62856699.30997784,-15604270.975642111,82005053.45897809,185096.3275348345,-11221225.374410342,0.0,363.20000000000005,314.74800000000005,0.0,0.0
2021-11-24,62050400.72997838,-13886335.465619575,82006563.61739749,-3248782.796423995,-11060434.394704817,0.0,352.6,309.428,0.0,0.0
2021-11-25,24030551.799996022,-12403498.875370989,82008073.77581687,-9111853.352584438,-10423734.481457883,0.0,210.60000000000002,72.688,0.0,0.0
2021-11-26,40287528.86998795,-11197314.235830275,82009583.93423627,-13429377.634253977,14938208.213305363,0.0,419.6000000000001,312.98400000000004,0.0,0.0
2021-11-27,50376472.88998356,-10301077.354862994,82011094.09265566,-12579853.144608364,16431213.315130496,0.0,416.2,311.61199999999997,0.0,0.0
2021-11-28,70959892.55997322,-9738958.481461586,82012604.25107504,-6119107.767610426,9243089.773091637,0.0,424.80000000000007,317.79999999999995,0.0,0.0
2021-11-29,61152145.389977366,-9525402.004416088,82014114.40949443,2748608.5814230465,-7907117.051008785,0.0,428.00000000000006,319.5640000000001,0.0,0.0
2021-11-30,57323006.94997887,-9664809.502645938,82015624.56791382,9360416.005973453,-11221225.374391897,0.0,422.7999999999999,316.87600000000003,0.0,0.0
2021-12-01,54320356.7199725,-10151513.072945502,82017134.7263332,10633791.160820847,-11060434.394675026,0.0,363.5999999999999,315.25200000000007,108.80000000000003,0.0
2021-12-02,53302638.68997428,-10970037.321453609,82018644.8847526,6679592.321833061,-10423734.481437333,0.0,392.59999999999997,315.42,516.8000000000002,0.0
2021-12-03,55809621.899970554,-12095639.96993944,82020155.04317199,130519.23206851506,14938208.213319384,0.0,378.0,317.71599999999995,632.4000000000002,0.0
2021-12-04,62901071.599962704,-13495112.945376843,82021665.20159137,-5806864.791255403,16431213.31512982,0.0,392.20000000000005,315.728,921.0600000000001,0.0
2021-12-05,82820596.49993877,-15127818.327943234,82023175.36001077,-8900234.960627776,9243089.773074308,0.0,384.8,319.5640000000001,748.0,0.0
2021-12-06,63686598.87996152,-16946926.846007857,82024685.51843016,-8243347.883768662,-7907117.051033932,0.0,378.20000000000005,314.49600000000004,611.9999999999999,0.0
2021-12-07,59415305.44996782,-18900820.91973595,82026195.67684954,-3921344.8841230897,-11221225.374416243,0.0,379.4000000000001,311.388,686.8,0.0
2021-12-08,56309623.26996931,-20934619.729284097,82027705.83526893,3119221.505821646,-11060434.394692555,0.0,394.5,311.864,754.8000000000001,0.0
2021-12-09,55075135.98997392,-22991780.546730176,82029215.99368832,10867118.28075138,-10423734.481430046,0.0,383.0,314.24399999999997,720.8,0.0
