ds,SALES,yearly,trend,monthly,weekly,holidays,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA
2021-08-03,1609028.4800000337,-70683.7480311602,1933577.864791559,-23075.95520796864,-161998.62166819986,0.0,46.800000000000004,144.956
2021-08-04,1677399.1999999962,-76769.53325030771,1933404.6908134944,-68259.37757849979,-161766.85312104202,0.0,39.6,123.144
2021-08-05,1849251.520000035,-83710.09759580558,1933231.5168354297,-85576.54991712348,21865.155766065152,0.0,34.5,98.72800000000001
2021-08-06,1967795.360000154,-91253.48515564504,1933058.342857365,-82609.5352498341,127939.53105291816,0.0,36.3,169.84799999999996
2021-08-07,2106052.9600002365,-99130.30171614436,1932885.1688793004,-75859.04369324994,238995.16376300613,0.0,35.0,459.9839999999999
2021-08-08,1820565.9200000828,-107062.20351390168,1932711.994901236,-72314.08413975856,86474.95693550471,0.0,26.1,813.9040000000001
2021-08-09,1697436.8000000494,-114770.68419388158,1932538.8209231708,-65478.71688417523,-151509.332728737,0.0,60.900000000000006,328.74800000000005
2021-08-10,1513900.4799999394,-121985.88665392464,1932365.646945106,-46611.41535259626,-161998.62166824745,0.0,44.1,103.60000000000001
2021-08-11,1661295.520000118,-128455.16487278638,1932192.4729670412,-17176.445306230606,-161766.85312095808,0.0,93.80000000000001,50.37199999999999
2021-08-12,1994375.9999999611,-133951.12773671251,1932019.2989889767,10723.949363279273,21865.15576615096,0.0,33.6,60.592
2021-08-13,1781925.9200001191,-138278.91210345284,1931846.125010912,25356.52793205145,127939.53105307532,0.0,53.6,142.912
2021-08-14,1809176.3200001682,-141282.45543974996,1931672.9510328476,25432.435032138525,238995.1637631697,0.0,38.3,218.03600000000003
2021-08-15,1812782.7200001522,-142849.5686454201,1931499.7770547825,18965.09660563286,86474.95693657294,0.0,36.5,287.78400000000005
2021-08-16,1721239.0399998957,-142915.64623139828,1930294.269285123,13476.260991762769,-151509.33272868666,0.0,27.5,119.672
2021-08-17,1589274.240000108,-141465.8927469559,1929088.761515464,9499.24507679961,-161998.62166820097,0.0,65.0,48.663999999999994
2021-08-18,1588240.1599999405,-138535.9899790218,1927883.253745805,5018.509785464081,-161766.85312126894,0.0,68.2,0.0
2021-08-19,1853693.2799999504,-134211.17759582162,1926677.7459761456,5091.252227659725,21865.15576623676,0.0,33.2,0.0
2021-08-20,1901695.2000000826,-128623.769086867,1925472.2382064865,23227.119373795314,127939.53105304608,0.0,27.9,0.0
2021-08-21,1979284.3200001593,-121949.1735684814,1924266.7304368275,68624.54750032868,238995.16376298215,0.0,98.9,0.0
2021-08-22,1907248.3200001763,-114400.5407574032,1923061.222667168,129597.35222279324,86474.95693620936,0.0,62.1,0.0
2021-08-23,1659709.440000064,-106222.18973079146,1921855.714897509,171616.457985007,-151509.3327290608,0.0,78.3,0.0
2021-08-24,1622740.1600001743,-97682.02062759972,1920650.20712785,157979.14310653554,-161998.62166815443,0.0,68.3,0.0
2021-08-25,1486705.2800000631,-89063.14100333383,1919444.6993581909,79881.56262380914,-161766.85312118498,0.0,128.5,0.0
2021-08-26,1826696.8000000732,-80654.96408859425,1918239.1915885317,-29571.36796930832,21865.155765734784,0.0,164.7,0.0
2021-08-27,1906078.0800002376,-72744.05390923335,1917033.6838188728,-112784.43126927436,127939.53105301688,0.0,216.7,0.0
2021-08-28,2053543.0400000182,-65605.00151065162,1915828.1760492132,-126269.60881712884,238995.1637631457,0.0,152.1,0.0
2021-08-29,1949513.1200000776,-59491.6170697944,1914622.668279554,-71129.61975821429,86474.95693609894,0.0,168.97566999999998,0.0
2021-08-30,1701506.8800001754,-54628.71440889196,1913417.160509895,8779.613409694159,-151509.33272901046,0.0,145.29999999999998,0.0
2021-08-31,1628874.7200001385,-51204.74755533452,1912211.652740236,59433.10374842374,-161998.6216682372,0.0,287.2,0.0
2021-09-01,1773951.3600001326,-49365.53399953595,1911006.1449705767,53868.77504585377,-161766.85312114254,0.0,289.5,0.0
