ds,SALES,yearly,trend,monthly,weekly,holidays,KPM_COST_EMOD,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA,REDEMPTION_COST_LOYAL_CUSTOMER_MAILER,REDEMPTION_COST_MY_MAGAZINE
2021-07-09,171438226.5798876,38098.35946120941,161215285.83296663,-7606829.861483778,8221142.414235041,0.0,0.0,1676.9891180000004,0.0,2278.0,0.0
2021-07-10,180608022.6899057,-3306785.002248027,161182484.2611582,-10250302.241079206,19376982.231235918,0.0,0.0,1696.639582,0.0,2145.75,0.0
2021-07-11,203103650.24989483,-6612997.569738187,161149682.68934983,-11232218.783153111,26113932.82185431,0.0,0.0,1662.4017179999998,0.0,2450.75,0.0
2021-07-12,168442152.54985803,-9810408.35615299,161116881.1175414,-9743411.079770252,-7446433.805925075,0.0,0.0,1688.1060200000004,0.0,1611.5,0.0
2021-07-13,161399605.34985295,-12835070.085425308,161084079.54573298,-7129781.635855402,-15377554.782005863,0.0,0.0,1653.4658709999997,0.0,1505.0,0.0
2021-07-14,151283374.7498984,-15630751.652664006,161051277.97392458,-5406160.000012411,-16233088.810865968,0.0,0.0,1695.4099059999999,0.0,1262.25,0.0
2021-07-15,161473675.01987344,-18150203.22526929,161018476.40211615,-5352435.7735570725,-14654980.068620993,0.0,0.0,1659.6988860000001,0.0,1449.75,0.0
2021-07-16,169437495.73989207,-20356122.713052742,160985674.83030772,-6031710.945240725,8221142.414278829,0.0,0.0,1687.8306679999998,0.0,1722.25,0.0
2021-07-17,178340631.1199058,-22221801.736268204,160952873.25849932,-5937164.807789924,19376982.23124986,0.0,0.0,1636.436836,0.0,1882.5,0.0
2021-07-18,197226515.869933,-23731439.15230576,160920071.68669093,-4356085.738367792,26113932.821826883,0.0,0.0,1673.8705220000002,0.0,1933.5,0.0
2021-07-19,164113833.12986645,-24880120.359869476,160887270.1148825,-1563388.0438383578,-7446433.805841498,0.0,0.0,1674.8143539999999,0.0,1110.25,0.0
2021-07-20,149438359.8498975,-25673470.6780854,160854468.54307407,2051416.0427828175,-15377554.78198125,0.0,0.0,1701.089034,0.0,1015.25,0.0
2021-07-21,144344182.4198901,-26127000.793566696,160821666.97126567,6570774.899822012,-16233088.81085508,0.0,0.0,1648.5125899999998,0.0,1014.25,0.0
2021-07-22,151725233.43990076,-26265171.293269377,160788865.39945725,11895130.204581495,-14654980.068588896,0.0,0.0,1676.587928,0.0,1052.5,0.0
2021-07-23,162686772.1598743,-26120211.38807343,160756063.82764885,16532652.571080668,8221142.414278506,0.0,0.0,1662.04878,0.0,1433.5,0.0
2021-07-24,169775620.97986728,-25730733.846911363,160723262.25584045,17560277.26241842,19376982.23125764,0.0,0.0,1666.4815319999998,0.0,1735.5,0.0
2021-07-25,189932167.359832,-25140193.70438165,160690460.68403202,12594814.79454744,26113932.821898315,0.0,0.0,1668.0195879999997,0.0,1704.0,0.0
2021-07-26,159688438.1299072,-24395242.32258833,160657659.1122236,2456589.4997803266,-7446433.805878745,0.0,0.0,23.961555999999998,0.0,1291.25,0.0
2021-07-27,149821109.2998772,-23544030.770853896,160624857.5404152,-8054420.508171923,-15377554.782028085,0.0,0.0,0.0,0.0,1246.75,0.0
2021-07-28,144268011.5198707,-22634517.179609977,160592055.96860677,-12679973.306387318,-16233088.810882667,0.0,0.0,0.0,0.0,948.0,0.0
2021-07-29,150166975.69986376,-21712831.721107103,160559254.39679837,-8084795.810046457,-14654980.068623977,0.0,0.0,1531.2040040000002,0.0,1086.5,0.0
2021-07-30,164360465.8798508,-20821750.215967387,160526452.82498997,3321873.308658216,8221142.414208203,0.0,0.0,1571.8651419999999,0.0,1493.25,0.0
2021-07-31,177970003.55984163,-19999323.15906106,160493651.25318152,14657766.262871511,19376982.231265437,0.0,0.0,1528.8956999999996,0.0,1808.25,0.0
2021-08-01,205929384.01985022,-19277701.34227714,160460849.68137312,19232464.082401305,26113932.82188185,0.0,0.0,2451.729748,0.0,2040.0,0.0
2021-08-02,165090632.27987507,-18682192.413845,160428048.10956472,15060386.293701028,-7446433.805864169,0.0,0.0,2342.3945340000005,0.0,33.75,0.0
2021-08-03,154887073.29986003,-18230574.87374021,160395246.5377563,5745990.642956094,-15377554.782003466,0.0,0.0,2329.6711079999995,0.0,204.0,0.0
2021-08-04,122870158.39993237,-17932687.415640224,160362444.9659479,-2750326.4692393444,-16233088.81083332,0.0,0.0,2325.4559679999993,0.0,590.5,0.0
2021-08-05,125777886.8998898,-17790302.460170697,160329643.3941395,-6634216.326889126,-14654980.068591882,0.0,0.0,2349.8150059999994,0.0,1410.75,0.0
2021-08-06,128744627.87992713,-17797283.46828623,160296841.82233104,-6442919.973783875,8221142.414229937,0.0,0.0,2363.099372,0.0,2165.75,0.0
2021-08-07,144560135.85989252,-17940016.4676397,160264040.2505226,-5484218.281843256,19376982.23127321,0.0,0.0,2292.7831719999995,0.0,2897.5,0.0
2021-08-08,171403453.42988548,-18198097.45472937,160231238.67871422,-6397144.156870879,26113932.821876347,0.0,0.0,1836.313706,0.0,3527.25,0.0
2021-08-09,137680876.9599164,-18545249.223157328,160198437.10690582,-9001967.341469973,-7446433.805901417,0.0,0.0,2376.6921359999997,0.0,2579.5,0.0
2021-08-10,126240638.97992346,-18950433.9647352,160165635.5350974,-11055021.793167971,-15377554.781998184,0.0,0.0,2327.15992,0.0,2415.75,0.0
2021-08-11,114551028.15991783,-19379121.914834466,160132833.963289,-10753214.936931962,-16233088.810860908,0.0,0.0,2323.516528,0.0,2450.0,0.0
2021-08-12,112451220.15992175,-19794671.553169604,160100032.39148057,-8441094.214565737,-14654980.068593372,0.0,0.0,2335.103542,0.0,2578.0,0.0
2021-08-13,117245182.42990986,-20159773.567016024,160067230.81967214,-6063662.742647359,8221142.414251668,0.0,0.0,2350.029758,0.0,2684.0,0.0
2021-08-14,132837754.8798802,-20437909.034625072,160034429.24786374,-5196738.548921793,19376982.231287163,0.0,0.0,2330.7184039999997,0.0,3120.75,0.0
2021-08-15,165564690.95986447,-20594772.139333937,160001627.67605534,-5700691.987107168,26113932.821925856,0.0,0.0,2376.408074,0.0,3358.5,0.0
2021-08-16,128978027.35990463,-20599609.17774598,159917891.40560552,-6154010.736530514,-7446433.805938661,0.0,0.0,2321.6090400000003,0.0,2120.5,0.0
2021-08-17,116399353.11991605,-20426428.62738785,159834155.1351557,-5330695.669538161,-15377554.782009292,0.0,0.0,2291.6742400000003,0.0,2134.25,0.0
2021-08-18,121119054.91992065,-20055041.487465203,159750418.86470592,-3077488.4221256305,-16233088.810861727,0.0,0.0,2270.534424,0.0,2174.0,0.0
2021-08-19,124424479.70991808,-19471896.859078363,159666682.5942561,145819.65131947547,-14654980.068594862,0.0,0.0,2566.258397,0.0,2209.25,0.0
2021-08-20,128498293.15991226,-18670684.598153345,159582946.32380626,4184499.607750348,8221142.414251342,0.0,0.0,2548.792552,0.0,2425.5,0.0
2021-08-21,144114296.44987065,-17652684.638675455,159499210.05335644,9182653.976298312,19376982.231238183,0.0,0.0,2481.4817759999996,0.0,2840.75,0.0
2021-08-22,178799119.50981903,-16426850.99394001,159415473.78290665,14462986.947180606,26113932.821920358,0.0,0.0,2525.929048,0.0,3040.25,0.0
2021-08-23,134303875.3698923,-15009627.23323102,159331737.5124568,17693249.271762762,-7446433.805924085,0.0,0.0,2537.865198,0.0,1906.5,0.0
2021-08-24,118953204.94991103,-13424499.11871666,159248001.24200702,15874888.81792061,-15377554.782020403,0.0,0.0,2497.2696220000003,0.0,2000.0,0.0
2021-08-25,113576375.67990786,-11701298.790639771,159164264.97155717,7951893.952319283,-16233088.810889317,0.0,0.0,2502.1481619999995,0.0,1649.25,0.0
2021-08-26,114144585.81988628,-9875283.129365452,159080528.70110735,-3159065.371264186,-14654980.06863025,0.0,0.0,2533.39962,0.0,1785.5,0.0
2021-08-27,122604093.15989593,-7986016.439175162,158996792.43065757,-11429391.88048017,8221142.414251017,0.0,0.0,2487.111822,0.0,2044.5,0.0
2021-08-28,137747552.32984075,-6076094.149271447,158913056.16020772,-11526457.74586205,19376982.231252126,0.0,0.0,2252.965343,0.0,2071.75,0.0
2021-08-29,164759678.62990493,-4189749.60338059,158829319.8897579,-2862710.190034037,26113932.821903888,0.0,0.0,2930.749014,0.0,2381.25,0.0
2021-08-30,127019837.12986244,-2371390.0366976727,158745583.6193081,9485447.994599115,-7446433.805961331,0.0,0.0,2550.223736,0.0,1897.75,0.0
2021-08-31,122803246.08988503,-664110.3863181839,158661847.3488583,18058110.537915897,-15377554.781995784,0.0,0.0,1686.6862219999998,0.0,2151.0,0.0
2021-09-01,178421016.9597416,891765.4347368779,158578111.07840848,18123536.519788712,-16233088.810839966,0.0,0.0,2613.5502580000007,0.0,4090.75,0.0
2021-09-02,185435973.81975335,2260066.787766949,158494374.80795866,10672045.37035681,-14654980.068598151,0.0,0.0,2609.5487699999994,0.0,5938.0,0.0
2021-09-03,206802275.53945345,3410035.2727032774,158410638.53750885,1063735.8321771545,8221142.414294808,0.0,0.0,2550.615666,0.0,8244.25,0.0
2021-09-04,200689752.1397317,4317417.321859291,158326902.26705903,-5335156.747487225,19376982.23125992,0.0,0.0,2542.31682,0.0,7900.75,0.0
2021-09-05,187768812.3196845,4965352.471918679,158243165.9966092,-6867057.778494487,26113932.821887422,0.0,0.0,2581.8446839999997,0.0,7304.25,0.0
2021-09-06,187114802.33973217,5345025.75007876,158159429.72615942,-5840480.912323341,-7446433.8058777535,58939397.5745809,0.0,2588.9860639999997,0.0,3523.75,0.0
2021-09-07,170734319.3499123,5456060.052099627,158075693.45570958,-5646593.582655895,-15377554.782042624,0.0,0.0,2599.2581219999997,0.0,3301.5,0.0
2021-09-08,117789251.52013426,5306632.657899205,157991957.18525976,-7606829.861490522,-16233088.81086755,0.0,0.0,2555.664262,0.0,2283.25,0.0
2021-09-09,117611448.64012668,4913308.864597635,157908220.91480994,-10250302.24107495,-14654980.068633234,0.0,0.0,2566.3810700000004,0.0,2229.0,0.0
2021-09-10,121476817.31017861,4300594.842922217,157824484.64436013,-11232218.783151235,8221142.41429448,0.0,0.0,2555.55939,0.0,2772.75,0.0
2021-09-11,135153991.04021683,3500220.952317702,157740748.3739103,-9743411.079756271,19376982.23122325,0.0,0.0,2588.4993,0.0,2438.25,0.0
2021-09-12,171720156.19028276,2550175.595022864,157657012.1034605,-7129781.635854262,26113932.82187096,0.0,0.0,2603.331998,0.0,2839.5,0.0
2021-09-13,140974992.1701512,1493517.9684110202,157573275.83301064,-5406160.000025424,-7446433.805915,0.0,0.0,2567.2308700000003,0.0,2218.25,13.5
2021-09-14,120014683.50013551,377005.52297486126,157489539.5625609,-5352435.773545217,-15377554.782001616,0.0,0.0,2544.746794,0.0,2063.75,27.0
2021-09-15,158938350.0598637,-750421.6905018502,157405803.29211104,-6031710.94524313,-16233088.810856665,0.0,0.0,2578.4023220000004,0.0,2140.0,373.5
2021-09-16,161497262.8798828,-1839252.5053492663,157322067.02166122,-5937164.807786947,-14654980.068601135,0.0,0.0,2551.05591,0.0,2218.25,933.75
2021-09-17,171148452.33986777,-2841061.030655282,157238330.7512114,-4356085.738365541,8221142.41422418,0.0,0.0,2526.405698,1537.8999999999999,2658.5,1640.25
2021-09-18,184529930.65987164,-3710154.958210089,157154594.4807616,-1563388.0438401506,19376982.231224883,0.0,0.0,2576.550886,1524.6840000000002,2426.25,2097.0
2021-09-19,221006935.99039018,-4405162.379343108,157070858.2103118,2051416.042786208,26113932.821865454,0.0,0.0,2541.9223779999998,1527.3159999999998,2878.0,1941.75
2021-09-20,178912824.32992965,-4890504.975994403,156987121.93986195,6570774.899825283,-7446433.805900425,0.0,0.0,2553.238172,1524.8520000000003,2094.75,1541.25
2021-09-21,167834293.59988332,-5137708.376181319,156903385.66941217,11895130.204571994,-15377554.781976996,0.0,0.0,2500.4349099999995,1519.2239999999997,2204.25,1901.25
2021-09-22,161018772.33986533,-5126504.971776022,156819649.39896235,16532652.571081132,-16233088.810857492,0.0,0.0,2533.650584,1516.6480000000001,1911.5,1714.5
2021-09-23,164137777.75983843,-4845690.458653435,156735913.1285125,17560277.26243528,-14654980.068602627,0.0,0.0,2508.0660159999998,1520.7360000000003,2090.25,1802.25
2021-09-24,170031774.26983005,-4293702.60449354,156652176.8580627,12594814.794558866,8221142.414245911,0.0,0.0,2498.764868,1518.972,2357.0,2184.75
2021-09-25,184610747.9498114,-3478899.065556427,156568440.5876129,2456589.499780229,19376982.231238827,0.0,0.0,2520.724022,1518.384,2482.5,1892.25
2021-09-26,214422985.89992517,-2419520.2116640448,156484704.31716305,-8054420.508170501,26113932.821838032,0.0,0.0,2520.8469740000005,1520.428,2425.25,1959.75
2021-09-27,173252645.47983152,-1143332.6049449025,156400968.04671326,-12679973.306386167,-7446433.805937671,0.0,0.0,2335.4906139999994,1523.4799999999996,2048.0,1527.75
2021-09-28,165918053.20984817,313041.28257137764,156317231.77626342,-8084795.810037048,-15377554.781988105,0.0,0.0,2492.6356060000003,1520.6240000000003,2130.75,1390.5
2021-09-29,154646314.7299375,1905091.6385573545,156233495.50581363,3321873.308644016,-16233088.810846612,0.0,0.0,2497.253496,1516.5080000000003,2155.25,1440.0
2021-09-30,159749700.56986266,3581663.1605215515,156149759.2353638,14657766.262877995,-14654980.068570532,0.0,0.0,2420.225416,1526.504,2176.75,1401.75
2021-10-01,178193133.94982868,5286436.300743062,156066022.96491396,19232464.082396418,8221142.414267641,0.0,0.0,1180.2,1533.2800000000002,2964.5,1842.75
2021-10-02,191332578.90019462,6959606.074104399,155982286.69446415,15060386.293693442,19376982.23125277,0.0,0.0,929.0,1531.4320000000002,2999.0,1723.5
2021-10-03,226277445.9404503,8539709.838115022,155898550.42401436,5745990.642950427,26113932.82190946,0.0,0.0,946.4000000000001,1537.2,3678.0,1698.75
2021-10-04,175827638.24986327,9965550.1024012,155814814.15356454,-2750326.4692553543,-7446433.805949005,0.0,0.0,945.3999999999999,1539.2720000000004,309.75,1260.0
2021-10-05,164862673.36994165,11178154.65835398,155731077.88311473,-6634216.326893368,-15377554.781999212,0.0,0.0,916.8,1529.668,161.25,1183.5
2021-10-06,162513136.6898914,12122714.27199454,155647341.6126649,-6442919.973790431,-16233088.810874192,0.0,0.0,913.8,1533.6160000000002,126.0,1098.0
2021-10-07,165727218.3298972,12750437.93385568,155563605.3422151,-5484218.281842816,-14654980.068605611,0.0,0.0,915.8000000000001,1528.324,173.5,1190.25
2021-10-08,175902586.87992856,13020267.238223923,155479869.07176527,-6397144.156865455,8221142.414175286,0.0,0.0,901.4000000000001,1526.336,150.0,1332.0
2021-10-09,187008435.37982768,12900394.841024298,155396132.80131543,-9001967.341478499,19376982.231254406,0.0,0.0,922.7,1521.7720000000002,98.0,1242.0
2021-10-10,208901718.67017308,12369537.039673494,155312396.53086567,-11055021.793178093,26113932.821893,0.0,0.0,921.9999999999999,1521.1559999999997,0.0,1271.25
2021-10-11,177738031.03985316,11417917.193737771,155228660.26041582,-10753214.936912462,-7446433.805865427,10239582.416840086,0.0,940.8000000000001,1521.968,0.0,996.75
2021-10-12,164538908.27988285,10047924.777537275,155144923.989966,-8441094.214558646,-15377554.78201032,0.0,0.0,935.0,1324.1760000000002,0.0,992.25
2021-10-13,113191073.62988675,8274424.098655262,155061187.7195162,-6063662.742649394,-16233088.810824849,0.0,0.0,932.8000000000001,1.624,0.0,544.5
2021-10-14,109775928.91989532,6124696.861227544,154977451.44906637,-5196738.5489238445,-14654980.068607409,0.0,0.0,926.1999999999997,0.0,0.0,634.5
2021-10-15,119709735.52988467,3638013.508028085,154893715.17861655,-5700691.987109414,8221142.414219071,0.0,0.0,900.4000000000001,0.0,0.0,582.75
2021-10-16,133564653.94987343,864839.3219602915,154809978.90816674,-6154010.736524016,19376982.231268343,0.0,0.0,898.0000000000001,0.0,0.0,744.75
2021-10-17,164274632.47984502,-2134307.7214897503,154726242.63771692,-5330695.669549532,26113932.821887493,0.0,0.0,909.6,1776.4879999999996,0.0,688.5
2021-10-18,130525700.32986471,-5290319.713572456,154642506.36726713,-3077488.422136901,-7446433.8058767645,0.0,0.0,896.9999999999998,1692.6840000000002,0.0,567.0
2021-10-19,117231326.71989545,-8527244.589273095,154558770.09681728,145819.6513348766,-15377554.781969313,0.0,0.0,885.0,1773.968,0.0,526.5
2021-10-20,119728146.93989952,-11764268.363607112,154475033.82636747,4184499.607744632,-16233088.810852429,0.0,913739.3459316739,892.4,1772.9039999999998,0.0,481.5
2021-10-21,123382520.82991086,-14917879.57543744,154391297.55591765,9182653.97630167,-14654980.0686089,0.0,54870.28235693874,905.4000000000001,1770.9720000000004,0.0,614.25
2021-10-22,128141864.82989651,-17904155.508369982,154307561.28546783,14462986.94718063,8221142.414218747,0.0,16887.2188769002,904.6000000000001,1770.328,0.0,713.25
2021-10-23,142686964.04987192,-20641105.292363875,154223825.01501805,17693249.27175318,19376982.231276136,0.0,9354.006929551419,881.9999999999999,1773.9119999999998,0.0,769.5
2021-10-24,175887125.81984878,-23051002.39024017,154140088.7445682,15874888.817922829,26113932.821860068,0.0,7171.363890575475,900.4000000000001,1772.428,0.0,807.75
2021-10-25,140251846.06987864,-25062638.33443186,154056352.47411838,7951893.952331828,-7446433.805914011,0.0,6067.790369928865,893.3999999999999,1769.292,0.0,531.0
2021-10-26,129317847.04988873,-26613430.943828717,153972616.2036686,-3159065.3712444287,-15377554.782016149,0.0,4212.619387146908,880.1999999999999,1429.5680000000002,0.0,612.0
2021-10-27,120359812.51991333,-27651323.5964344,153888879.93321875,-11429391.880478676,-16233088.810880017,0.0,2956.2485057458457,893.6,1814.148,0.0,544.5
2021-10-28,119850818.95989445,-28136417.3851972,153805143.66276893,-11526457.745861504,-14654980.068610393,0.0,2061.1070181204427,881.4000000000001,1808.8840000000007,0.0,445.5
2021-10-29,128957082.76988281,-28042285.00574245,153721407.39231914,-2862710.190025928,8221142.41424048,0.0,1644.9869486021137,880.0,1808.604,0.0,609.75
2021-10-30,150583255.03984904,-27356923.826695435,153637671.1218693,9485447.994617729,19376982.23123332,0.0,1368.0295675714822,859.8000000000001,1809.612,0.0,573.75
2021-10-31,157331676.67986077,-26083315.54152273,153553934.8514195,18058110.53791836,26113932.82185457,0.0,1270.000217244779,802.4,254.21200000000002,47.0,580.5
2021-11-01,130758201.30986471,-24239570.81385646,153470198.58096966,18123536.51977995,-7446433.805899434,0.0,0.0,992.4000000000002,0.0,60.5,481.5
2021-11-02,123538138.409873,-21858649.09646083,153386462.31051987,10672045.370373411,-15377554.781991532,0.0,0.0,991.3,0.0,164.0,450.0
2021-11-03,124730887.03989781,-18987655.98883961,153302726.04007006,1063735.8321762015,-16233088.810869131,0.0,0.0,984.9999999999998,308.588,607.5,564.75
2021-11-04,123839177.12990513,-15686732.747544926,153218989.7696202,-5335156.747498877,-14654980.06864578,0.0,0.0,996.4,310.24000000000007,1475.97,486.0
2021-11-05,132762736.65986632,-12027564.52057654,153135253.49917042,-6867057.778506524,8221142.414240153,0.0,0.0,974.6000000000001,305.816,2638.0,567.0
2021-11-06,154682956.33987972,-8091545.189387695,153051517.2287206,-5840480.912324791,19376982.231241107,0.0,0.0,984.8000000000001,307.916,2888.25,605.25
2021-11-07,187977073.93994954,-3967647.034471452,152967780.9582708,-5646593.5826490205,26113932.821849063,0.0,0.0,959.3999999999999,313.124,3639.5,686.25
2021-11-08,140079537.52988562,249947.5173078364,152884044.68782097,-7606829.861495711,-7446433.805936682,9541744.527452586,0.0,992.2000000000002,314.7200000000001,2741.25,517.5
2021-11-09,130864868.36990224,4464387.328767288,152800308.41737112,-10250302.241073187,-15377554.78200264,0.0,0.0,983.2,314.72,2920.0,519.75
2021-11-10,125296096.6898851,8578796.756151425,152716572.14692137,-11232218.7831535,-16233088.810869956,0.0,0.0,1078.6,315.30800000000005,3194.0,594.0
2021-11-11,130946699.86990002,12498948.502730353,152632835.87647152,-9743411.079775823,-14654980.068613682,0.0,0.0,1078.4000000000003,312.9560000000001,3343.5,578.25
2021-11-12,133966788.4998698,16135889.403775023,152549099.60602167,-7129781.6358561255,8221142.414283944,0.0,0.0,1087.2,313.712,3636.0,697.5
2021-11-13,151793922.7198587,19408443.991689906,152465363.3355719,-5406160.0000274815,19376982.231255047,0.0,0.0,1078.3999999999999,312.452,3609.75,690.75
2021-11-14,181581569.95002434,22245523.427168965,152381627.06512207,-5352435.773547327,26113932.82189857,0.0,0.0,1093.6000000000001,318.94800000000004,3712.25,616.5
2021-11-15,149081565.3598693,24588172.226865288,152297890.79467225,-6031710.945245537,-7446433.805853103,0.0,0.0,1080.7999999999997,316.568,2802.0,506.25
2021-11-16,139491554.71985486,26391292.050981104,152214154.52422243,-5937164.807789248,-15377554.78201375,0.0,0.0,1066.8000000000002,310.71599999999995,2785.25,702.0
2021-11-17,198317075.0102696,27624990.451060902,152130418.25377262,-4356085.73837342,-16233088.810859071,0.0,0.0,1073.2,313.488,3377.0,1325.25
2021-11-18,209757084.5902148,28275512.6875583,152046681.98332283,-1563388.0438451977,-14654980.068648765,0.0,0.0,1053.8,309.652,3650.5,1748.25
2021-11-19,237797697.77999532,28345726.22482911,151962945.71287298,2051416.0427696365,8221142.414283618,0.0,0.0,1076.2,312.256,4084.55,2237.4
2021-11-20,256342465.01067176,27855139.97856996,151879209.44242316,6570774.899840727,19376982.23126284,0.0,0.0,365.40000000000003,5.152000000000001,3926.25,2622.75
2021-11-21,268619904.36085874,26839453.47527773,151795473.17197338,11895130.204572912,26113932.82189307,0.0,0.0,1086.4000000000003,311.64,3697.25,2501.1000000000004
2021-11-22,256681540.8309423,25349644.414267626,151711736.90152353,16532652.571076604,-7446433.805890349,56650066.71017423,0.0,1101.3999999999999,311.612,3757.25,2412.0
2021-11-23,271616352.0111383,23450616.31896923,151628000.63107374,17560277.262429055,-15377554.78202486,0.0,0.0,1416.6000000000001,314.74800000000005,3329.25,2598.615
2021-11-24,284577136.79303455,21219440.64600437,151544264.3606239,12594814.794542668,-16233088.81088666,0.0,0.0,1347.2,309.428,2298.75,2097.0
