ds,SALES,yearly,trend,monthly,weekly,holidays,PLA_AD_SPEND_PLA,REDEMPTION_COST_LOYAL_CUSTOMER_MAILER
2021-08-25,1264760.8000000007,-95889.86359359285,1712159.9258760998,-43554.03233468193,-286127.6266412747,0.0,9.16,0.0
2021-08-26,1197427.839999989,-133693.40660308002,1711541.0928849282,-117456.64691806996,-246257.3930722757,0.0,13.88,0.0
2021-08-27,1337142.7199999979,-170453.29497071297,1710922.2598937568,-170192.58666418708,67581.66848216165,0.0,2.04,0.0
2021-08-28,1544127.9999999956,-205591.21068631316,1710303.4269025854,-167233.52311235314,407508.7904732248,0.0,7.279999999999999,0.0
2021-08-29,1599386.8800000008,-238546.1430190191,1709684.5939114138,-106533.05992523304,518679.91823728365,0.0,12.545,3.75
2021-08-30,1385807.039999999,-268785.2902553827,1709065.7609202424,-22776.976376487502,-164659.48677031617,0.0,14.219999999999999,0.0
2021-08-31,1274089.5999999961,-295814.7344623539,1708446.927929071,36310.9119824222,-296725.87070990214,0.0,2.02,15.0
2021-09-01,1324001.4400000137,-319189.65121921845,1707828.0949378994,43604.46264211983,-286127.62664053624,0.0,9.14,30.0
2021-09-02,1424642.0799999968,-338523.81737836933,1707209.2619467278,9644.53059542874,-246257.3930717928,0.0,16.119999999999997,91.875
2021-09-03,1547760.159999996,-353498.18697888305,1706590.428955556,-29461.48544919637,67581.66848304014,0.0,11.080000000000002,116.25
2021-09-04,1638998.3999999946,-363868.3185088788,1705971.5959643847,-41733.5955022643,407508.79047340376,0.0,15.919999999999998,150.0
2021-09-05,1549780.4800000044,-369470.4556776264,1705352.762973213,-21625.61083899329,518679.9182369908,0.0,5.54,148.125
2021-09-06,1450954.0800000068,-370226.08845047496,1704733.929982042,11665.498820264602,-164659.48676860408,341840.9167470543,11.100000000000001,127.5
2021-09-07,1447031.1999999962,-366144.85087649367,1704115.0969908703,34909.40905454775,-296725.87071045383,0.0,12.52,133.125
2021-09-08,1360941.2800000042,-357325.6466057213,1703496.263999699,40444.25141655994,-286127.62664091226,0.0,19.1525,101.25
2021-09-09,1395194.7200000219,-343955.93120840576,1702877.4310085273,38406.88347152576,-246257.39307242856,0.0,10.719999999999999,151.875
2021-09-10,1539951.2000000253,-326309.1216043054,1702258.598017356,42857.24772478548,67581.66848301717,0.0,9.420000000000002,138.75
2021-09-11,1700767.2000000272,-304740.1461066698,1701639.7650261845,57126.523497731934,407508.790472533,0.0,12.709999999999999,165.0
2021-09-12,1765465.2800000408,-279679.1927192785,1701020.9320350126,71986.75276295583,518679.918236698,0.0,17.562103999999998,174.375
2021-09-13,1462340.0000000142,-251623.75728319047,1700402.0990438412,76185.30589992784,-164659.4867691602,0.0,17.72,116.25
2021-09-14,1298436.4800000137,-221129.1356989186,1699783.2660526698,67196.74807145578,-296725.870710085,0.0,13.54,121.875
2021-09-15,1288368.0000000137,-188797.54461446477,1699164.4330614985,51691.17689944726,-286127.6266407309,0.0,16.117142,90.0
2021-09-16,1338555.8399999999,-155266.0915661918,1698545.6000703268,37122.08053433327,-246257.39307194567,0.0,11.855,88.125
2021-09-17,1503909.28000002,-121193.84753868058,1697926.7670791552,24917.183097586432,67581.66848165412,0.0,15.5,99.375
2021-09-18,1691765.920000038,-87248.30135071724,1697307.9340879838,12719.195209992276,407508.7904724592,0.0,19.4,133.125
2021-09-19,1833526.8800000295,-54091.49534314198,1696689.1010968122,1863.074736505636,518679.91823640047,0.0,13.16,101.25
2021-09-20,1343556.9600000058,-22366.154892706447,1696070.2681056403,-510.8221749547431,-164659.48676922792,0.0,11.48,86.25
2021-09-21,1379720.3200000236,7317.870193368414,1695451.4351144691,10353.394541985706,-296725.87070974696,0.0,17.224998,88.125
2021-09-22,1243442.560000013,34396.53663224214,1694832.6021232978,26016.442106429688,-286127.62664084934,0.0,14.46,76.875
2021-09-23,1354777.2800000224,58363.60540016831,1694213.769132126,24928.31554130466,-246257.39307202213,0.0,11.7,99.375
2021-09-24,1390234.080000019,78781.41867702604,1693594.9361409547,-11806.340304617524,67581.66848208185,0.0,20.58,84.375
2021-09-25,1629695.3600000418,95290.1939202138,1692976.103149783,-80398.3698529852,407508.7904728909,0.0,8.4,106.875
2021-09-26,1788921.6000000373,107615.60542547592,1692357.2701586117,-149138.48344486346,518679.9182361125,0.0,19.64,110.625
2021-09-27,1433878.880000009,115574.46241749666,1691738.43716744,-176764.71848675853,-164659.48676978404,0.0,18.78,61.875
2021-09-28,1423365.120000027,119078.3367273294,1691119.6041762684,-142630.0600636047,-296725.8707098539,0.0,15.239998,71.25
2021-09-29,1753564.1600000516,118135.0414222922,1690500.771185097,-64445.92297990287,-286127.62664066814,0.0,8.4,82.5
2021-09-30,2089665.9199999997,112847.91315209988,1689881.9381939254,12365.701378300038,-246257.39307153912,0.0,7.715,75.0
2021-10-01,2298233.600000032,103412.90419127018,1689263.105202754,46653.283367525146,67581.66848250959,0.0,7.6000000000000005,146.25
2021-10-02,2383778.8800000516,90113.54382661112,1688644.2722115826,29803.63738877746,407508.7904733226,0.0,0.0,140.625
2021-10-03,2556164.800000054,73313.88148523268,1688025.439220411,-11719.060490390126,518679.9182374333,0.0,0.0,155.625
2021-10-04,2034970.0800000369,53449.5744332616,1687406.6062292396,-40027.67546127704,-164659.48677009591,0.0,0.0,22.5
2021-10-05,1718379.680000036,31017.32966701904,1686787.7732380682,-34915.30651501451,-296725.8707099608,0.0,0.0,11.25
2021-10-06,1403732.320000023,6562.951512217262,1686168.9402468966,-4980.819172601988,-286127.6266410441,0.0,0.0,11.25
2021-10-07,1349776.1600000104,-19331.717707694537,1685550.107255725,25516.361355133435,-246257.39307217495,0.0,0.0,7.5
2021-10-08,1425974.2400000198,-46062.6477590974,1684931.274264553,39560.54274340453,67581.66848069585,0.0,0.0,0.0
2021-10-09,1527299.360000017,-73017.92421230017,1684312.441273382,39372.86659358963,407508.7904732488,0.0,0.0,0.0
2021-10-10,1695534.240000015,-99592.15616964908,1683693.6082822103,39260.77180137376,518679.9182371405,0.0,0.0,0.0
2021-10-11,1340182.4000000264,-125200.634783705,1683074.7752910391,49133.11948319837,-164659.48676838388,92312.19764311916,0.0,0.0
2021-10-12,1298473.2800000042,-149292.89476808775,1682455.9422998675,65299.006745641935,-296725.8707100676,0.0,0.0,0.0
2021-10-13,1250026.080000016,-171365.34549548113,1681837.109308696,75848.12788321191,-286127.6266403056,0.0,0.0,0.0
2021-10-14,1321819.2000000074,-190972.66131628797,1681218.2763175245,73061.29658030884,-246257.3930719724,0.0,0.0,0.0
2021-10-15,1443895.8400000178,-207737.65187849425,1680599.443326353,59695.02660300312,67581.66848157429,0.0,0.0,0.0
2021-10-16,1651745.919999999,-221359.3717088227,1679980.6103351817,44037.558406251264,407508.7904736805,0.0,0.0,0.0
2021-10-17,1644014.2400000214,-231619.27315882331,1679361.7773440098,30869.62837597453,518679.918236843,0.0,0.0,0.0
2021-10-18,1386031.519999998,-238385.25688710416,1678742.9443528384,18896.211867206657,-164659.48676869585,0.0,0.0,0.0
2021-10-19,1267340.4800000158,-241613.5280290908,1678124.111361667,6762.049330710614,-296725.8707096988,0.0,0.0,0.0
2021-10-20,1607567.5200000303,-241348.2227073678,1677505.2783704957,-885.5139289553413,-286127.6266406815,0.0,0.0,0.0
2021-10-21,1820205.2800000238,-237718.827059877,1676886.445379324,3403.9668693568183,-246257.3930720488,0.0,0.0,0.0
2021-10-22,1898972.0000000487,-230935.4679940157,1676267.6123881524,18744.006332654066,67581.66848155136,0.0,0.0,0.0
2021-10-23,2073944.9600000596,-221282.20989548325,1675648.7793969808,29070.892996905088,407508.79047385935,0.0,0.0,0.0
2021-10-24,2293615.19999999,-209108.5430576893,1675029.9464058094,11487.165287533116,518679.9182365552,0.0,0.0,0.0
2021-10-25,1925902.2400000216,-194819.2962653392,1674411.1134146375,-43554.03233461116,-164659.4867692519,0.0,0.0,0.0
2021-10-26,1919142.0800000592,-178863.24651368544,1673792.2804234663,-117456.64691794194,-296725.8707102504,0.0,0.0,0.0
2021-10-27,1626891.2000000968,-161720.73215638305,1673173.447432295,-170192.58666417698,-286127.62664105755,0.0,0.0,0.0
2021-10-28,1666175.200000021,-143890.60095966244,1672554.614441123,-167233.5231123533,-246257.39307212527,0.0,0.0,0.0
2021-10-29,2021839.8400000338,-125876.8408902844,1671935.781449952,-106533.05992517689,67581.66848197917,0.0,0.0,0.0
2021-10-30,2340185.5999999954,-108175.24853404204,1671316.9484587803,-22776.976376352428,407508.790472736,0.0,0.0,0.0
2021-10-31,2231728.6400000146,-91260.48761961334,1670698.115467609,36310.91198242454,518679.9182362575,0.0,0.0,0.0
2021-11-01,1697017.2800000608,-75573.87826166052,1670079.2824764373,43604.4626420569,-164659.48676931957,0.0,0.0,0.0
2021-11-02,1621069.4400000584,-61512.23654831261,1669460.4494852656,9644.530595527827,-296725.87070991256,0.0,0.0,0.0
2021-11-03,1452098.560000006,-49418.054533690345,1668841.6164940945,-29461.485449206222,-286127.6266408763,0.0,0.0,0.0
2021-11-04,1267358.8800000055,-39571.27335580284,1668222.7835029229,-41733.59550235294,-246257.393072482,0.0,0.0,0.0
2021-11-05,1427115.0400000224,-32182.858083293875,1667603.9505117517,-21625.610839006367,67581.66848195619,0.0,0.0,0.0
2021-11-06,1652242.7200000146,-27390.333204323582,1666985.1175205798,11665.498820252971,407508.7904729149,0.0,0.0,0.0
2021-11-07,1773042.4000000365,-25255.38374774531,1666366.2845294084,34909.40905458471,518679.91823596,0.0,0.0,0.0
2021-11-08,1404251.200000002,-25763.570347086137,1665747.4515382368,40444.25141651954,-164659.4867698757,-104794.30811673656,0.0,0.0
2021-11-09,1249602.880000007,-28826.148662988955,1665128.6185470654,38406.8834715388,-296725.8707100194,0.0,0.0,0.0
2021-11-10,1346519.360000019,-34283.926056502416,1664509.7855558938,42857.24772478906,-286127.6266409947,0.0,0.0,0.0
2021-11-11,1399754.240000011,-41913.03282452226,1663890.9525647222,57126.52349761687,-246257.39307199905,0.0,0.0,0.0
2021-11-12,1537169.1200000166,-51432.43320243852,1663272.1195735508,71986.75276294672,67581.66848283466,0.0,0.0,0.0
2021-11-13,1682643.2000000312,-62512.95412723535,1662653.2865823791,76185.30589992057,407508.79047334666,0.0,0.0,0.0
2021-11-14,1691309.6000000285,-74787.56875204742,1662034.453591208,67196.7480714485,518679.9182372904,0.0,0.0,0.0
2021-11-15,1472537.28000002,-87862.63801841221,1661415.6206000363,51691.17689943689,-164659.48676816365,0.0,0.0,0.0
2021-11-16,1343637.9200000146,-101329.78817734192,1660796.7876088647,37122.08053432285,-296725.87071012624,0.0,0.0,0.0
2021-11-17,1300618.7200000251,-114778.0856842775,1660177.954617693,24917.183097483747,-286127.6266408134,0.0,0.0,0.0
2021-11-18,1379613.6000000462,-127806.16384936126,1659559.1216265217,12719.195209967342,-246257.39307263488,0.0,0.0,0.0
2021-11-19,1374756.0000000135,-140033.95818078227,1658940.28863535,1863.0747364080407,67581.66848281173,0.0,0.0,0.0
2021-11-20,1574764.000000026,-151113.71946081353,1658321.455644179,-510.82217486757344,407508.7904735255,0.0,0.0,0.0
2021-11-21,1714604.000000006,-160739.99488816882,1657702.6226530073,10353.3945419924,518679.9182369929,0.0,0.0,0.0
2021-11-22,1531531.3600000092,-168658.29753091122,1657083.7896618356,26016.442106402657,-164659.4867687198,420871.4293749263,0.0,0.0
2021-11-23,1613613.7600000333,-174672.2220174763,1656464.9566706645,24928.315541245323,-296725.8707102331,0.0,0.0,0.0
2021-11-24,1350239.8400000215,-178648.80880905082,1655846.1236794929,-11806.340304700583,-286127.6266411894,0.0,0.0,0.0
2021-11-25,365320.95999999746,-180522.00930408057,1655227.2906883212,-80398.36985291466,-246257.393072152,0.0,0.0,0.0
2021-11-26,1071027.20000001,-180294.1580367913,1654608.4576971496,-149138.48344485162,67581.66848144867,0.0,0.0,0.0
2021-11-27,1187764.160000024,-178035.41483782232,1653989.624705978,-176764.71848679165,407508.7904737045,0.0,0.0,0.0
2021-11-28,1623928.8000000229,-173881.19745028796,1653370.7917148066,-142630.06006356823,518679.9182367,0.0,0.0,0.0
2021-11-29,1427589.760000032,-168027.68212322542,1652751.9587236352,-64445.92297982063,-164659.48676878746,0.0,0.0,0.0
2021-11-30,1331902.4000000225,-160725.5045494398,1652133.1257324638,12365.701378300344,-296725.8707098952,0.0,0.0,11.25
2021-12-01,1494116.8000000091,-152271.8446331566,1651514.2927412922,46653.28336753775,-286127.6266407506,0.0,0.0,24.375
2021-12-02,1456945.12000001,-143001.12453589594,1650895.4597501208,29803.63738879192,-246257.393071669,0.0,0.0,67.5
2021-12-03,1448352.3199999933,-133274.5889688021,1650276.6267589491,-11719.060490340817,67581.6684818765,0.0,0.0,121.875
2021-12-04,1680122.4000000174,-123469.06865463412,1649657.7937677775,-40027.6754612249,407508.7904738834,0.0,0.0,91.875
2021-12-05,1896705.11999999,-113965.25138822882,1649038.960776606,-34915.306514922784,518679.9182364073,0.0,0.0,150.0
2021-12-06,1485082.4000000018,-105135.79949078176,1648420.1277854345,-4980.819172661125,-164659.4867693436,0.0,0.0,131.25
2021-12-07,1363108.8000000091,-97333.6572971644,1647801.2947942629,25516.36135510089,-296725.87071041594,0.0,0.0,114.375
2021-12-08,1422345.7600000012,-90880.88746439114,1647182.4618030917,39560.54274335294,-286127.6266411265,0.0,0.0,153.75
2021-12-09,1572846.7199999958,-86058.36048496411,1646563.6288119203,39372.86659364367,-246257.39307174544,0.0,0.0,120.0
2021-12-10,1560176.4799999997,-83096.59822380039,1645944.795820749,39260.77180138669,67581.6684823042,0.0,0.0,121.875
2021-12-11,1703913.5999999861,-82168.04020577452,1645325.962829577,49133.11948315336,407508.7904730128,0.0,0.0,178.125
2021-12-12,1937578.880000003,-83380.96167109722,1644707.1298384054,65299.00674563315,518679.9182377329,0.0,0.0,198.75
2021-12-13,1553559.8400000068,-86775.22617638505,1644088.296847234,75848.12788320358,-164659.48676989967,0.0,0.0,93.75
2021-12-14,1472629.2799999882,-92320.00403795698,1643469.4638560624,73061.29658030209,-296725.87071007804,0.0,0.0,136.875
2021-12-15,1339527.359999997,-99913.53263544696,1642850.630864891,59695.02660296947,-286127.6266409453,0.0,0.0,121.875
2021-12-16,1495599.8399999933,-109384.9370434211,1642231.7978737194,44037.55840623998,-246257.39307182183,0.0,0.0,88.125
2021-12-17,1610518.8800000118,-120498.07126137232,1641612.964882548,30869.62837596976,67581.66848228128,0.0,0.0,178.125
2021-12-18,1763846.0799999996,-132957.2830816676,1640994.1318913766,18896.211867261893,407508.79047293885,0.0,0.0,116.25
2021-12-19,1770908.000000009,-146414.95098398134,1640375.2989002052,6762.049330644978,518679.91823743534,0.0,0.0,105.0
2021-12-20,1630869.2799999996,-160480.59089697603,1639756.4659090335,-885.5139290002967,-164659.48676996742,316462.3550517872,0.0,78.75
2021-12-21,1774959.6800000218,-174731.28565002614,1639137.632917862,3403.966869324157,-296725.8707101849,0.0,0.0,84.375
2021-12-22,2002979.8399999898,-188723.1517136237,1638518.7999266903,18744.00633265061,-286127.626640764,0.0,0.0,86.25
2021-12-23,2468477.7599999867,-202003.52747257616,1637899.966935519,29070.892996872342,-246257.3930721786,0.0,0.0,86.25
2021-12-24,2084079.6800000158,-214123.54566064585,1637281.1339443475,11487.165287463413,67581.66848315971,0.0,0.0,50.625
2021-12-25,3705.7599999999993,-224650.74031381903,1636662.300953176,-43554.03233461324,407508.7904733706,0.0,0.0,0.0
2021-12-26,1062864.959999998,-233181.3360433988,1636043.4679620045,-117456.64691804977,518679.9182371426,0.0,0.0,91.875
2021-12-27,1175506.0799999856,-239351.8746692007,1635424.6349708328,-170192.5866642115,-164659.4867705235,114595.62660055184,0.0,82.5
2021-12-28,1151129.7599999965,-242849.85110206492,1634805.8019796617,-167233.52311234514,-296725.8707098161,0.0,0.0,78.75
2021-12-29,1226606.5599999987,-243423.05638113857,1634186.96898849,-106533.05992516296,-286127.62664058275,0.0,0.0,71.25
2021-12-30,1289806.8800000062,-240887.36023173732,1633568.1359973184,-22776.97637628439,-246257.3930716957,0.0,0.0,75.0
2021-12-31,1500321.2800000042,-235132.70749005667,1632949.3030061468,36310.91198243608,67581.66848313683,0.0,0.0,91.875
2022-01-01,880609.2799999962,-226127.15107117005,1632330.4700149752,43604.462642087725,407508.7904735495,0.0,2.2,41.25
2022-01-02,1474351.5199999886,-213918.79752100108,1631711.6370238038,9644.530595537066,518679.9182368498,0.0,12.8,133.125
2022-01-03,1252690.400000003,-198635.598114312,1631092.8040326324,-29461.485449216067,-164659.48676881142,0.0,12.6,0.0
2022-01-04,1329403.6799999967,-180482.97737275963,1630473.971041461,-41733.59550227714,-296725.8707103676,0.0,14.8,3.75
2022-01-05,1327291.3600000057,-159739.3501523495,1629855.1380502894,-21625.6108389157,-286127.6266409588,0.0,15.2,0.0
2022-01-06,1179966.2399999914,-136749.6364593855,1629236.3050591175,11665.498820263078,-246257.39307233147,0.0,13.0,0.0
2022-01-07,1445956.6400000062,-111916.9382847844,1628617.4720679463,34909.40905453628,67581.66848311388,0.0,13.0,15.0
2022-01-08,1622276.4800000058,-85692.59349363329,1627998.6390767747,40444.25141654304,407508.7904724261,0.0,11.0,3.75
2022-01-09,1763536.9600000037,-58564.86675509375,1627379.8060856033,38406.883471564586,518679.91823655705,0.0,11.8,0.0
2022-01-10,1354953.9199999904,-31046.57541678416,1626760.9730944317,42857.24772473647,-164659.48676912335,0.0,12.8,0.0
2022-01-11,1375201.280000005,-3661.978068184065,1626142.1401032603,57126.52349761086,-296725.8707100298,0.0,12.8,0.0
