ds,SALES,yearly,trend,monthly,weekly,holidays,KPM_COST_CBA,KPM_COST_EMOD,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA,REDEMPTION_COST_LOYAL_CUSTOMER_MAILER
2021-08-12,31665303.360000238,3343397.804395566,27745696.429055016,585811.5909752498,-3586734.6960518616,0.0,0.0,0.0,617.586304,938.56,2870.9000000000005
2021-08-13,34219451.519999735,3467619.648902825,27755000.182273436,133212.45877403615,2840660.531139201,0.0,0.0,0.0,460.333332,937.72,3389.1499999999996
2021-08-14,39277964.80000068,3543046.5279530943,27764303.93549184,-554065.5430691026,5481025.431240788,0.0,0.0,0.0,603.222226,938.3919999999998,3585.0
2021-08-15,44504083.680001184,3566098.204390489,27773607.688710254,-755078.7800216237,5513520.60543773,0.0,0.0,0.0,617.29054,950.3480000000001,3251.5499999999993
2021-08-16,33581766.40000034,3534445.2051734105,27779242.079129845,-418232.90012873686,-2481118.253141521,0.0,0.0,0.0,591.4587339999999,944.552,2928.45
2021-08-17,32252837.44000018,3447133.6092662592,27784876.46954944,-242438.53610674705,-3810760.512354851,0.0,0.0,0.0,508.93778,938.644,1946.9500000000003
2021-08-18,27056806.239999093,3304679.061858496,27790510.859969027,-868107.1958214253,-3956593.1062550177,0.0,0.0,0.0,595.6416039999999,312.11600000000004,2160.05
2021-08-19,27095814.239999674,3109126.2136990065,27796145.250388622,-2011244.7287906648,-3586734.6960515208,0.0,0.0,0.0,513.639014,301.81199999999995,2007.1499999999999
2021-08-20,28545237.439999115,2864070.5894164434,27801779.64080821,-2506756.924681042,2840660.531140296,0.0,0.0,0.0,623.005408,305.3960000000001,2013.8000000000004
2021-08-21,33451464.959998894,2574640.803593422,27807414.03122781,-1356756.356760354,5481025.4312335,0.0,0.0,0.0,634.311186,306.376,2468.9499999999994
2021-08-22,38673377.59999866,2247440.0451059784,27813048.4216474,1162852.2529753514,5513520.605435794,0.0,0.0,0.0,686.037528,309.932,2732.4
2021-08-23,29100711.359999213,1890446.8134540909,27818682.81206699,3454319.974436948,-2481118.2531376625,0.0,0.0,0.0,497.93467599999997,304.30400000000014,1756.45
2021-08-24,26227242.239999447,1512875.9872153476,27824317.20248658,3795923.473207829,-3810760.512357077,0.0,0.0,0.0,530.800616,301.812,1678.2000000000003
2021-08-25,25633680.31999943,1125002.404730996,27829951.592906177,1790711.80266418,-3956593.106261363,0.0,0.0,0.0,553.2751059999999,300.888,1655.9500000000003
2021-08-26,26149255.679999374,737950.210244469,27835585.98332577,-1233118.97949857,-3586734.696062126,0.0,0.0,0.0,746.829298,302.9320000000001,1520.7000000000003
2021-08-27,28273237.599998936,363452.23431007087,27841220.37374536,-3267517.841526171,2840660.5311413887,0.0,0.0,0.0,791.037246,303.60400000000004,2030.85
2021-08-28,32993080.479998775,13584.605965055898,27846854.764164943,-3217408.498176976,5481025.431235571,0.0,0.0,0.0,718.2322559999999,273.44800000000004,1815.8999999999999
2021-08-29,37984562.55999938,-299517.39190621144,27852489.154584546,-1654987.3579196972,5513520.605430978,0.0,0.0,0.0,462.91422600000004,328.2440000000001,2646.0999999999995
2021-08-30,28171419.359999303,-563955.5387865421,27858123.54500413,-124332.0987940618,-2481118.253146,0.0,0.0,0.0,285.448298,179.95600000000002,1763.65
2021-08-31,27396753.599999063,-768369.7669537388,27863757.935423724,300979.2165932141,-3810760.512351196,0.0,0.0,0.0,247.70773199999996,297.58400000000006,1869.8
2021-09-01,34991176.959999606,-902236.596506285,27869392.32584332,-128379.73807920596,-3956593.106250682,0.0,0.0,0.0,533.902992,102.90000000000002,2329.7000000000003
2021-09-02,36195328.15999763,-956157.2458957774,27875026.71626291,-294049.39079803263,-3586734.6960545527,0.0,0.0,0.0,577.635986,0.0,2257.0
2021-09-03,42481721.279992305,-922127.8105116236,27880661.1066825,552295.4285236964,2840660.531151518,0.0,0.0,0.0,589.7460280000001,0.0,3216.7
2021-09-04,43062152.95999403,-793784.1673421419,27886295.497102093,1997701.784387078,5481025.431236734,0.0,0.0,0.0,560.5861980000001,0.0,3305.6
2021-09-05,39318926.879997365,-566614.7301803215,27891929.887521684,2862814.4339380763,5513520.6054261625,0.0,0.0,0.0,584.408968,0.0,3524.05
2021-09-06,40742512.79999795,-238134.83896440256,27897564.277941275,2354813.4834972564,-2481118.253128261,8574891.641467571,0.0,0.0,505.949722,0.0,1130.6
2021-09-07,34219944.63999891,191982.5952732803,27903198.668360867,838413.9107226137,-3810760.512361534,0.0,0.0,0.0,605.221814,0.0,853.8
2021-09-08,27036290.239998877,721824.5706654391,27908833.05878046,-507223.7133667747,-3956593.106257028,0.0,0.0,0.0,546.098762,0.0,752.5999999999999
2021-09-09,26838751.519999232,1347206.8470173003,27914467.449200053,-780510.7648072168,-3586734.6960614435,0.0,0.0,0.0,497.2309200000001,0.0,792.7
2021-09-10,27709594.079999477,2061696.17550008,27920101.839619644,-127652.21677114436,2840660.531152612,0.0,0.0,0.0,544.1329820000001,0.0,880.5
2021-09-11,32375767.839998502,2856686.591424409,27925736.230039235,522963.6065735242,5481025.431231265,0.0,0.0,0.0,497.84890999999993,0.0,834.7
2021-09-12,37483129.43999838,3721529.09377182,27931370.620458823,438448.5770981274,5513520.605421346,0.0,0.0,0.0,604.637244,0.0,787.5
2021-09-13,28970811.039999064,4643712.665399245,27937005.010878418,-233836.37050455212,-2481118.253136598,0.0,0.0,0.0,522.41934,0.0,648.0
2021-09-14,26069211.9999993,5609093.246922799,27942639.40129801,-740477.8214498282,-3810760.512353549,0.0,0.0,0.0,502.48743599999995,0.0,589.5
2021-09-15,23397476.799999133,6602166.001343792,27948273.791717604,-621392.6666198485,-3956593.1062548575,0.0,0.0,0.0,584.4497640000001,0.0,571.5
2021-09-16,23198819.359999023,7606375.030318653,27953908.182137195,-256086.26524328467,-3586734.696053871,0.0,0.0,0.0,527.571786,0.0,477.0
2021-09-17,24294719.679998975,8604453.659580639,27959542.572556783,-445696.02994935255,2840660.5311329826,0.0,0.0,0.0,512.9800240000001,0.0,711.0
2021-09-18,28008439.51999846,9578787.529618848,27965176.962976377,-1436002.4068295583,5481025.431231516,0.0,0.0,0.0,570.1420880000001,0.0,733.5
2021-09-19,32722968.479999315,10511792.034305098,27970811.35339597,-2422149.2046096805,5513520.605419409,0.0,0.0,0.0,613.8853419999999,0.0,814.5
2021-09-20,24659348.799998697,11386295.16537262,27976445.74381556,-2157677.436190269,-2481118.25313274,0.0,0.0,0.0,584.729262,0.0,553.5
2021-09-21,22916780.479998954,12185916.560192384,27982080.13423515,-189911.27610328415,-3810760.512347668,0.0,0.0,0.0,558.7730939999999,0.0,418.5
2021-09-22,22659198.879999034,12895433.523823213,27987714.524654742,2461122.216736636,-3956593.106253957,0.0,0.0,0.0,576.830836,0.0,432.0
2021-09-23,23166987.35999887,13501125.007400516,27993348.915074337,3936976.585417256,-3586734.696053529,0.0,0.0,0.0,608.159794,0.0,468.0
2021-09-24,24622920.47999854,13991084.970774984,27998983.30549393,3037914.108389344,2840660.5311385943,0.0,0.0,0.0,597.983968,0.0,526.5
2021-09-25,29226659.35999859,14355497.228866966,28004617.69591352,276983.9841832131,5481025.431233589,0.0,0.0,0.0,531.821168,0.0,580.5
2021-09-26,32673796.319998685,14586864.763072278,28010252.08633311,-2479677.397202662,5513520.605411713,0.0,0.0,0.0,650.76156,0.0,540.0
2021-09-27,25071302.719998527,14680187.550452836,28015886.476752702,-3504868.374316229,-2481118.253141077,0.0,0.0,0.0,536.090696,0.0,454.5
2021-09-28,23450373.119998705,14633084.197702978,28021520.867172293,-2534996.267453543,-3810760.512349895,0.0,0.0,0.0,564.777936,0.0,472.5
2021-09-29,32949446.720000356,14445854.03348719,28027155.25759189,-791648.4664696241,-3956593.106251791,0.0,0.0,0.0,883.157904,0.0,454.5
2021-09-30,36626362.88000187,14121477.776597138,28032789.64801148,242938.36518732912,-3586734.696045956,0.0,0.0,0.0,850.2781039999999,0.0,504.0
2021-10-01,42262772.32000082,13665556.421104778,28038424.03843107,130014.99527935438,2840660.531144205,0.0,0.0,0.0,177.2,0.0,535.5
2021-10-02,46555698.39999924,13086189.523613298,28044058.428850666,-314015.9659426941,5481025.431235662,0.0,0.0,0.0,144.00000000000003,0.0,724.5
2021-10-03,48873399.199998766,12393795.601552928,28049692.819270253,-186.96377130950637,5513520.605432691,0.0,0.0,0.0,141.0,0.0,684.0
2021-10-04,36505541.12000098,11600878.814974256,28055327.209689844,1268259.2385579983,-2481118.253143316,0.0,0.0,0.0,143.0,0.0,67.5
2021-10-05,34601910.24000082,10721747.468769306,28060961.60010944,2575132.320287433,-3810760.5123521234,0.0,0.0,0.0,143.0,0.0,63.0
2021-10-06,23768236.799999148,9772191.101186696,28066595.99052903,2786549.91274918,-3956593.106258136,0.0,0.0,0.0,140.60000000000002,0.0,63.0
2021-10-07,23411096.479999147,8769123.984918421,28072230.38094862,1656529.880385926,-3586734.696052846,0.0,0.0,0.0,141.80000000000004,0.0,36.0
2021-10-08,25351928.479998805,7730203.730159432,28077864.771368213,68088.1522505908,2840660.5311200586,0.0,0.0,0.0,140.79999999999998,0.0,27.0
2021-10-09,28697810.23999889,6673434.321311709,28083499.16178781,-795668.1061468379,5481025.431235913,0.0,0.0,0.0,138.80000000000004,0.0,81.0
2021-10-10,32323946.079998776,5616763.32248581,28089133.552207395,-519953.23405293614,5513520.605427874,0.0,0.0,0.0,139.59999999999997,0.0,0.0
2021-10-11,26202634.079998717,4577683.140215738,28094767.942626998,260334.0641871133,-2481118.253125577,-2598510.1165471943,0.0,0.0,140.4,0.0,0.0
2021-10-12,23742918.399998594,3572846.1298258672,28100402.333046574,585811.5909735564,-3810760.512354351,0.0,0.0,0.0,112.40000000000003,0.0,0.0
2021-10-13,27554209.759999394,2617702.976563532,28106036.723466173,133212.45877504803,-3956593.1062474535,0.0,0.0,0.0,139.60000000000002,0.0,0.0
2021-10-14,27827953.919999458,1726173.1827098967,28111671.113885764,-554065.5430686892,-3586734.6960562197,0.0,0.0,0.0,163.60000000000002,0.0,0.0
2021-10-15,29845749.439999364,910355.6623966972,28117305.50430536,-755078.7800222606,2840660.531130188,0.0,0.0,0.0,234.79999999999998,0.0,0.0
2021-10-16,33864029.759999104,180286.40849512216,28122939.894724943,-418232.9001275546,5481025.431237985,0.0,0.0,0.0,257.6,0.0,0.0
2021-10-17,38527888.79999915,-456251.0225122376,28128574.285144545,-242438.53611105643,5513520.605425938,0.0,0.0,0.0,260.40000000000003,0.0,0.0
2021-10-18,29956786.079999212,-993857.8292287248,28134208.67556413,-868107.1958207609,-2481118.2531278166,0.0,0.0,0.0,196.8,0.0,0.0
2021-10-19,27477584.799999524,-1429592.1896298295,28139843.065983728,-2011244.728789562,-3810760.512346368,0.0,0.0,0.0,171.32000000000005,0.0,0.0
2021-10-20,29875016.479999892,-1762980.0473614433,28145477.456403315,-2506756.9246837683,-3956593.106253799,0.0,0.0,913739.3459316738,310.56321599999995,0.0,0.0
2021-10-21,30333515.039999854,-1995964.7036296253,28151111.84682291,-1356756.3567569372,-3586734.6960558784,0.0,0.0,54870.28235693874,313.193998,0.0,0.0
2021-10-22,32163637.91999999,-2132797.036048141,28156746.2372425,1162852.252979268,2840660.531131281,0.0,0.0,16887.2188769002,301.838558,0.0,0.0
2021-10-23,36836406.24000031,-2179869.692425102,28162380.627662096,3454319.974437847,5481025.431239148,0.0,0.0,9354.006929551417,374.26215,0.0,0.0
2021-10-24,40981528.79999952,-2145500.042253405,28168015.018081687,3795923.473206676,5513520.605418243,0.0,0.0,7171.363890575477,383.256444,0.0,0.0
2021-10-25,31511663.360000465,-2039667.9736119465,28173649.40850128,1790711.8026664844,-2481118.2531361543,0.0,0.0,6067.790369928866,323.59087600000004,0.0,0.0
2021-10-26,30325805.439999662,-1873715.763652034,28179283.798920862,-1233118.9794918606,-3810760.512356703,0.0,0.0,4212.619387146908,280.376344,0.0,0.0
2021-10-27,29474084.16000008,-1660018.196553629,28184918.18934046,-3267517.8415265987,-3956593.106260144,0.0,0.0,2956.2485057458457,396.47529800000007,0.0,0.0
2021-10-28,29831323.84000005,-1411631.829034599,28190552.57976005,-3217408.498178088,-3586734.6960555366,0.0,0.0,2061.1070181204427,331.78427600000003,0.0,0.0
2021-10-29,32230455.679999825,-1141932.790930807,28196186.970179643,-1654987.357916598,2840660.531136893,0.0,0.0,1644.9869486021132,387.95982,0.0,0.0
2021-10-30,38727330.07999984,-864252.7446986843,28201821.36059924,-124332.09879272386,5481025.431232768,0.0,0.0,1368.029567571482,406.21569400000004,0.0,0.0
2021-10-31,40028154.879999846,-591522.6070407851,28207455.75101883,300979.21659019013,5513520.605416305,0.0,0.0,1270.0002172447792,329.316806,0.0,69.9
2021-11-01,29094893.280000012,-335933.3593956165,28213090.14143842,-128379.73808449472,-2481118.253132296,0.0,0.0,0.0,273.59000000000003,0.0,26.0
2021-11-02,28635165.600000054,-108622.75000972464,28218724.53185801,-294049.39079919446,-3810760.5123508223,0.0,0.0,0.0,234.84689600000004,0.0,220.7
2021-11-03,25557305.599999912,80604.06669766965,28224358.922277603,552295.4285229498,-3956593.106257976,0.0,0.0,0.0,274.89397599999995,0.0,978.6000000000001
2021-11-04,25510054.399999548,223512.87641808137,28229993.312697195,1997701.784381708,-3586734.6960661425,0.0,0.0,0.0,264.508648,0.0,1862.5
2021-11-05,27434812.159999516,313631.81355151127,28235627.703116786,2862814.4339371365,2840660.531137986,0.0,0.0,0.0,273.775678,0.0,3271.7999999999997
2021-11-06,32401064.159999195,346391.21563717927,28241262.09353638,2354813.483497382,5481025.43123393,0.0,0.0,0.0,255.25714,0.0,4191.749999999999
2021-11-07,36920174.07999891,319208.7313994916,28246896.48395597,838413.9107214329,5513520.60541437,0.0,0.0,0.0,264.83896,0.0,4640.349999999999
2021-11-08,28298324.15999995,231517.99278269144,28252530.874375563,-507223.71336713526,-2481118.253140633,648918.5128046324,0.0,0.0,270.24435,0.0,3328.399999999999
2021-11-09,26214108.31999967,84740.70133497009,28258165.264795154,-780510.7648036795,-3810760.512353051,0.0,0.0,0.0,266.858016,0.0,3660.9
2021-11-10,24607317.27999945,-117796.48528258606,28263799.655214746,-127652.21676914125,-3956593.106257075,0.0,0.0,0.0,263.511008,0.0,3118.5
2021-11-11,25235158.399999235,-370997.391704036,28269434.045634337,522963.6065691309,-3586734.6960585685,0.0,0.0,0.0,322.725012,0.0,3607.5899999999997
