ds,SALES,yearly,trend,monthly,weekly,holidays,KPM_COST_CBA,KPM_COST_EMOD,PLA_AD_SPEND_PLA,TOA_AD_SPEND_TOA,REDEMPTION_COST_LOYAL_CUSTOMER_MAILER
2021-07-25,35740196.80000018,-322067.29703181883,27578228.87112358,3037914.108387891,5513520.605429265,0.0,0.0,0.0,530.540504,0.0,0.0
2021-07-26,29139649.440000262,-307755.87428441003,27587532.62434199,276983.9841824885,-2481118.253128705,0.0,0.0,0.0,37.732344,0.0,0.0
2021-07-27,27157034.720000215,-258646.57100685607,27596836.377560403,-2479677.397202718,-3810760.5123583786,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-28,26286909.76000017,-173895.7782586849,27606140.13077882,-3504868.3743153736,-3956593.106260255,0.0,0.0,0.0,18.979999999999997,0.0,0.0
2021-07-29,27354867.84000011,-53515.72236599181,27615443.88399723,-2534996.2674516533,-3586734.696059777,0.0,0.0,0.0,477.904236,0.0,0.0
2021-07-30,30237003.360000297,101573.84564962132,27624747.637215644,-791648.4664684541,2840660.5311279786,0.0,0.0,0.0,528.5861580000001,0.0,0.0
2021-07-31,33309913.760000087,289516.51811443345,27634051.390434057,242938.36518910356,5481025.431237554,0.0,0.0,0.0,568.0781000000001,0.0,0.0
2021-08-01,37135627.03999999,507514.8174339735,27643355.14365247,130014.99528053288,5513520.605424449,0.0,0.0,0.0,608.1989980000001,636.0200000000001,0.0
2021-08-02,29068706.400000427,751852.0303549889,27652658.896870885,-314015.96594116144,-2481118.2531248466,0.0,0.0,0.0,488.877708,669.8159999999999,0.0
2021-08-03,28734937.759999976,1017941.111555129,27661962.650089297,-186.9637733517565,-3810760.512352496,0.0,0.0,0.0,418.846714,754.7120000000001,72.2
2021-08-04,32599633.280000523,1300400.7160888675,27671266.40330771,1268259.2385596964,-3956593.1062495736,0.0,0.0,0.0,536.9050840000001,880.5439999999999,726.0999999999999
2021-08-05,33157289.44000029,1593157.6233812063,27680570.15652612,2575132.320288427,-3586734.6960522034,0.0,0.0,0.0,612.8167090000001,882.336,1573.0500000000002
2021-08-06,35606495.04000006,1889574.007097759,27689873.90974453,2786549.912749921,2840660.5311335903,0.0,0.0,0.0,630.160864,893.2279999999997,2588.2000000000003
2021-08-07,40034918.72000012,2182597.209251327,27699177.66296295,1656529.8803855418,5481025.431238717,0.0,0.0,0.0,498.56045800000004,894.656,3043.35
2021-08-08,43960036.15999967,2464928.917467123,27708481.416181363,68088.1522463937,5513520.605422511,0.0,0.0,0.0,531.7793219999999,757.624,3701.4999999999995
2021-08-09,34640266.88000039,2729209.945366543,27717785.169399776,-795668.1061462822,-2481118.253133184,0.0,0.0,0.0,618.1501799999999,940.2400000000002,2423.1000000000004
2021-08-10,33927325.76000012,2968216.2003787886,27727088.922618188,-519953.234050829,-3810760.5123526216,0.0,0.0,0.0,501.064534,940.1279999999998,2680.2500000000005
2021-08-11,31294771.52000026,3175060.911932524,27736392.6758366,260334.06418179645,-3956593.106255919,0.0,0.0,0.0,588.9886280000001,943.0679999999999,2622.0499999999997
